FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
ALA ST v BECOOK 20-Feb-2023,1,17,33,6,21,13,23,14,18,16,7,4,12,15
ALA ST v BECOOK 20-Feb-2023,2,23,45,4,15,12,17,15,22,10,7,1,11,16
ALA ST v FL A&M 31-Jan-2022,1,14,38,7,21,16,23,18,21,11,3,3,8,14
ALA ST v FL A&M 31-Jan-2022,2,19,35,5,17,13,19,12,24,13,2,3,11,17
ALA ST v PV A&M 21-Jan-2023,1,8,27,6,25,22,28,16,27,6,6,7,18,20
ALA ST v PV A&M 21-Jan-2023,2,16,50,3,19,14,20,25,23,4,8,2,15,22
ALA ST v ARK PB 04-Jan-2023,1,23,43,6,23,16,19,15,31,14,5,4,10,13
ALA ST v ARK PB 04-Jan-2023,2,13,32,10,29,10,16,10,25,8,1,2,13,16
UAB v ALA ST 07-Nov-2022,2,15,52,9,24,13,16,16,25,12,5,8,15,31
UAB v ALA ST 07-Nov-2022,1,25,43,9,21,34,45,12,39,13,7,7,11,18
MO ST v ALA ST 13-Nov-2021,2,20,43,4,19,8,12,9,24,6,7,4,16,22
MO ST v ALA ST 13-Nov-2021,1,19,33,8,30,16,19,13,31,13,9,7,14,12
IOWAST v ALA ST 16-Nov-2021,2,21,42,4,15,6,12,12,32,10,6,7,23,19
IOWAST v ALA ST 16-Nov-2021,1,25,50,1,20,15,19,13,23,13,12,6,8,14
ALCORN v ALA ST 09-Jan-2023,2,13,29,7,15,29,33,3,22,11,5,2,15,22
ALCORN v ALA ST 09-Jan-2023,1,21,47,10,19,20,28,14,21,10,8,2,8,22
ALA ST v FL A&M 18-Feb-2023,1,15,38,5,22,9,16,17,21,10,9,3,14,17
ALA ST v FL A&M 18-Feb-2023,2,14,30,6,19,14,16,8,27,9,6,5,17,19
ALA ST v SAMFRD 08-Dec-2021,1,17,33,4,32,18,25,12,27,8,10,7,14,17
ALA ST v SAMFRD 08-Dec-2021,2,19,40,7,28,15,23,20,34,11,8,4,20,21
ALA ST v SOUTHR 03-Mar-2022,1,19,33,6,14,21,27,10,28,11,7,6,28,21
ALA ST v SOUTHR 03-Mar-2022,2,21,42,2,14,19,28,9,17,5,15,2,15,21
BECOOK v ALA ST 28-Jan-2023,2,18,40,6,17,8,13,11,19,8,7,5,10,17
BECOOK v ALA ST 28-Jan-2023,1,15,33,7,23,13,16,13,25,8,5,2,13,13
ALA ST v AL A&M 15-Jan-2022,2,18,45,3,17,10,13,13,16,12,5,5,8,12
ALA ST v AL A&M 15-Jan-2022,1,13,35,7,19,12,15,18,29,9,5,5,18,13
OHIO v ALA ST 27-Nov-2022,2,18,50,6,15,4,6,11,22,6,8,2,9,11
OHIO v ALA ST 27-Nov-2022,1,18,30,10,31,6,9,12,30,17,5,5,11,7
PITT v ALA ST 20-Nov-2022,2,17,45,5,20,5,9,12,24,11,7,3,12,17
PITT v ALA ST 20-Nov-2022,1,16,33,10,29,11,14,14,33,13,8,4,13,11
MEM v ALA ST 21-Dec-2022,2,16,43,6,29,11,15,17,23,11,9,0,14,15
MEM v ALA ST 21-Dec-2022,1,28,45,5,15,12,16,7,31,18,7,14,15,11
FL A&M v ALA ST 30-Jan-2023,2,17,41,4,19,12,18,14,20,7,7,1,12,23
FL A&M v ALA ST 30-Jan-2023,1,16,35,7,18,16,24,13,25,10,7,5,13,15
JACKST v ALA ST 07-Jan-2023,2,17,35,4,25,12,16,13,19,9,8,5,14,13
JACKST v ALA ST 07-Jan-2023,1,18,40,4,25,13,20,19,21,4,7,2,13,17
ALBANY v HARV 17-Nov-2021,1,17,40,3,15,10,16,12,26,6,7,5,12,21
ALBANY v HARV 17-Nov-2021,2,11,28,8,23,14,17,7,27,10,4,1,12,17
ALBANY v UMASSL 08-Jan-2023,1,13,35,13,20,24,29,14,23,18,10,2,10,15
ALBANY v UMASSL 08-Jan-2023,2,20,38,3,15,14,18,9,16,10,6,7,13,22
ALBANY v NJIT 15-Jan-2022,1,17,37,7,25,16,19,9,29,12,3,5,8,17
ALBANY v NJIT 15-Jan-2022,2,11,38,6,17,16,18,11,29,10,3,3,15,15
E KY v ALBANY 20-Nov-2021,2,16,34,5,18,17,26,6,26,8,8,2,14,19
E KY v ALBANY 20-Nov-2021,1,17,34,9,26,16,22,12,28,13,3,6,15,21
UK v ALBANY 22-Nov-2021,2,17,45,7,25,6,13,13,11,10,9,0,10,19
UK v ALBANY 22-Nov-2021,1,27,44,5,15,17,22,13,35,13,3,8,17,15
PROV v ALBANY 10-Dec-2022,2,13,37,6,30,11,13,14,16,8,8,4,15,22
PROV v ALBANY 10-Dec-2022,1,30,43,4,19,21,26,14,34,17,7,3,12,12
VERMNT v ALBANY 31-Jan-2022,2,11,29,11,22,6,7,6,18,9,4,2,12,18
VERMNT v ALBANY 31-Jan-2022,1,20,29,9,22,6,8,6,22,17,3,2,10,9
STONY v ALBANY 26-Feb-2022,2,11,34,8,30,4,5,5,21,10,8,1,10,20
STONY v ALBANY 26-Feb-2022,1,21,35,3,15,15,23,8,40,14,5,5,17,10
UNH v ALBANY 08-Jan-2022,2,15,34,5,20,17,20,10,21,4,10,0,12,19
UNH v ALBANY 08-Jan-2022,1,11,26,10,19,12,19,5,25,16,5,3,15,16
ALBANY v A PEAY 21-Nov-2022,2,21,36,3,13,23,27,7,23,11,2,3,8,18
ALBANY v A PEAY 21-Nov-2022,1,15,26,5,22,14,21,9,22,12,3,1,15,24
BRYANT v ALBANY 11-Jan-2023,2,20,37,7,24,8,12,11,18,14,6,0,11,14
BRYANT v ALBANY 11-Jan-2023,1,17,29,15,31,7,10,11,24,22,5,3,12,11
ALBANY v TOWSON 09-Nov-2021,1,14,29,5,24,13,14,5,23,8,3,5,14,19
ALBANY v TOWSON 09-Nov-2021,2,23,40,7,24,10,22,16,29,14,10,4,9,16
UNH v ALBANY 25-Jan-2023,2,21,40,3,19,14,19,10,22,10,4,0,11,18
UNH v ALBANY 25-Jan-2023,1,24,39,7,20,15,17,7,28,12,3,3,8,17
ALBANY v UNH 19-Feb-2022,1,21,42,5,14,11,17,8,22,10,4,2,2,19
ALBANY v UNH 19-Feb-2022,2,17,29,6,20,13,19,6,24,14,1,5,9,19
UMBC v ALBANY 05-Jan-2023,2,15,29,12,33,17,19,13,25,15,5,1,13,21
UMBC v ALBANY 05-Jan-2023,1,29,41,5,22,19,26,9,22,21,6,2,6,16
BINGHA v ALBANY 11-Feb-2023,2,18,33,5,19,15,23,6,27,6,4,1,15,20
BINGHA v ALBANY 11-Feb-2023,1,20,42,9,15,13,22,9,30,10,9,2,12,17
ALBANY v LIU BK 14-Dec-2022,1,22,38,4,17,20,25,8,35,17,9,2,19,20
ALBANY v LIU BK 14-Dec-2022,2,20,51,3,11,10,21,11,22,12,6,4,18,18
NJIT v ALBANY 14-Jan-2023,2,13,31,10,27,11,16,9,30,11,4,0,12,21
NJIT v ALBANY 14-Jan-2023,1,17,41,7,15,19,27,8,29,16,8,3,8,15
HRTFRD v ALBANY 06-Mar-2022,2,13,47,4,19,11,19,19,22,5,11,2,10,21
HRTFRD v ALBANY 06-Mar-2022,1,9,19,7,23,22,26,4,35,7,6,6,16,14
ALBANY v UNH 31-Dec-2022,1,16,41,3,13,10,18,14,22,9,8,2,13,13
ALBANY v UNH 31-Dec-2022,2,14,31,10,23,9,15,12,25,16,6,5,10,15
STJOES v ALBANY 17-Nov-2022,2,16,33,9,27,20,29,10,24,12,7,1,12,29
STJOES v ALBANY 17-Nov-2022,1,19,29,12,26,25,43,9,29,16,10,1,12,27
ALBANY v BINGHA 19-Jan-2023,1,19,38,2,19,10,13,13,18,6,6,1,14,17
ALBANY v BINGHA 19-Jan-2023,2,19,34,4,9,15,17,3,25,12,5,3,15,15
ALBANY v VERMNT 04-Feb-2023,1,17,28,7,23,13,15,4,19,8,6,0,13,11
ALBANY v VERMNT 04-Feb-2023,2,21,28,13,28,6,8,4,23,21,7,2,10,15
ALCORN v CSUBAK 25-Nov-2022,1,15,37,5,15,17,29,6,24,7,13,3,11,20
ALCORN v CSUBAK 25-Nov-2022,2,14,36,4,12,14,22,9,30,8,5,2,20,20
TX SOU v ALCORN 14-Jan-2023,2,17,51,8,20,21,25,16,29,9,10,2,10,22
TX SOU v ALCORN 14-Jan-2023,1,21,42,4,17,20,30,11,30,12,6,9,16,20
TULSA v ALCORN 16-Dec-2021,2,16,40,8,22,6,10,14,17,11,10,5,14,18
TULSA v ALCORN 16-Dec-2021,1,19,35,9,19,18,21,11,26,15,8,5,16,16
HOU v ALCORN 06-Dec-2021,2,11,29,4,19,11,20,10,22,4,10,3,20,19
HOU v ALCORN 06-Dec-2021,1,20,34,7,23,16,21,12,28,18,14,3,14,18
UTEP v ALCORN 22-Nov-2022,2,19,47,2,22,17,28,21,32,9,8,1,17,32
UTEP v ALCORN 22-Nov-2022,1,24,37,1,18,22,43,10,33,9,7,3,12,17
ALCORN v MS VAL 06-Feb-2023,1,18,31,9,24,18,20,7,24,16,8,3,11,17
ALCORN v MS VAL 06-Feb-2023,2,14,31,10,21,12,20,7,18,15,6,1,13,18
PV A&M v ALCORN 16-Jan-2023,2,24,49,3,14,20,27,11,21,9,6,0,12,14
PV A&M v ALCORN 16-Jan-2023,1,25,43,3,18,9,14,12,22,13,6,2,16,23
GONZ v ALCORN 15-Nov-2021,2,22,51,3,11,4,7,6,20,10,9,1,12,14
GONZ v ALCORN 15-Nov-2021,1,27,39,7,19,9,12,5,33,26,5,6,13,14
MISS v ALCORN 07-Nov-2022,2,14,42,7,15,9,11,13,20,12,11,5,18,25
MISS v ALCORN 07-Nov-2022,1,13,34,9,25,20,28,21,24,11,8,5,16,16
TENN v ALCORN 04-Dec-2022,2,12,32,1,16,13,16,8,15,3,7,1,22,20
TENN v ALCORN 04-Dec-2022,1,25,39,8,24,20,24,17,27,27,13,5,11,16
JACKST v ALCORN 18-Feb-2023,2,21,30,10,23,3,4,7,19,21,13,1,15,20
JACKST v ALCORN 18-Feb-2023,1,13,29,6,18,16,26,12,13,9,8,0,16,9
ALCORN v FL A&M 21-Jan-2023,1,15,31,5,16,12,18,7,24,10,4,2,13,14
ALCORN v FL A&M 21-Jan-2023,2,16,35,2,16,9,15,11,19,8,2,0,15,16
DAYTON v ALCORN 20-Dec-2022,2,17,53,2,15,6,12,18,14,7,7,4,10,22
DAYTON v ALCORN 20-Dec-2022,1,26,40,5,20,21,26,16,34,20,3,11,10,9
WICHST v ALCORN 12-Nov-2022,2,18,36,7,19,9,11,9,25,11,7,3,11,17
WICHST v ALCORN 12-Nov-2022,1,18,30,4,24,9,14,10,22,10,3,2,12,13
SIU v ALCORN 26-Nov-2021,2,18,43,6,16,5,7,14,23,10,6,2,10,18
SIU v ALCORN 26-Nov-2021,1,17,23,6,20,10,25,4,22,11,4,6,8,11
TX A&M v ALCORN 15-Mar-2022,2,21,54,5,13,5,9,19,19,16,6,2,16,20
TX A&M v ALCORN 15-Mar-2022,1,18,33,4,20,26,28,13,23,14,9,6,13,13
BECOOK v ALCORN 24-Jan-2022,2,17,39,5,17,21,23,12,19,9,11,6,13,18
BECOOK v ALCORN 24-Jan-2022,1,20,37,6,16,9,16,14,21,11,7,3,18,20
ARK PB v ALCORN 05-Feb-2022,2,21,47,3,12,19,28,13,29,5,9,1,12,12
ARK PB v ALCORN 05-Feb-2022,1,18,37,6,18,10,14,4,27,17,9,1,10,21
ALCORN v GRAMB 31-Jan-2022,1,17,34,6,25,21,30,14,24,13,8,4,14,24
ALCORN v GRAMB 31-Jan-2022,2,18,40,5,9,29,36,7,29,10,5,5,15,24
ALCORN v PV A&M 17-Jan-2022,1,26,38,3,14,12,24,8,16,13,8,1,14,21
ALCORN v PV A&M 17-Jan-2022,2,15,32,9,15,17,22,9,21,18,10,2,19,22
ALCORN v ARK PB 04-Feb-2023,1,22,44,4,14,14,18,15,28,12,4,2,13,13
ALCORN v ARK PB 04-Feb-2023,2,7,17,15,36,8,11,5,19,17,6,3,11,18
SEATTL v ALCORN 10-Nov-2021,2,18,39,5,14,15,19,8,26,16,10,3,17,21
SEATTL v ALCORN 10-Nov-2021,1,14,31,9,27,14,17,8,24,17,5,1,14,19
NAVY v AMER 28-Jan-2023,2,20,25,8,21,9,15,4,19,22,7,1,16,15
NAVY v AMER 28-Jan-2023,1,19,35,7,16,10,14,8,19,15,12,2,15,19
LAFAYE v AMER 02-Feb-2022,2,18,40,4,15,14,19,9,19,12,5,3,9,16
LAFAYE v AMER 02-Feb-2022,1,17,35,8,19,13,20,12,27,18,6,4,13,17
GTOWN v AMER 16-Nov-2021,2,17,42,4,19,11,16,7,24,8,8,2,15,22
GTOWN v AMER 16-Nov-2021,1,21,39,7,24,16,26,15,35,16,11,5,13,17
HOLYCR v AMER 05-Jan-2023,2,22,43,8,25,5,8,15,26,17,10,5,18,14
HOLYCR v AMER 05-Jan-2023,1,22,49,3,13,15,19,13,24,12,10,6,14,13
COLGAT v AMER 21-Feb-2022,2,16,37,4,13,5,11,6,24,9,10,4,14,7
COLGAT v AMER 21-Feb-2022,1,14,27,10,30,5,8,11,27,19,9,5,14,11
AMER v HOLYCR 26-Jan-2022,1,23,42,3,9,12,16,8,24,14,5,6,11,13
AMER v HOLYCR 26-Jan-2022,2,18,44,2,14,7,11,16,20,3,6,3,13,17
AMER v LEHIGH 01-Jan-2022,1,23,44,3,8,6,15,6,23,11,5,3,11,9
AMER v LEHIGH 01-Jan-2022,2,20,34,5,21,8,10,8,24,14,5,3,12,13
HOWARD v AMER 04-Dec-2021,2,20,41,3,16,7,11,10,16,12,10,0,19,14
HOWARD v AMER 04-Dec-2021,1,32,53,6,16,8,10,14,24,20,9,1,15,15
STFRPA v AMER 26-Nov-2022,2,22,40,2,12,16,22,11,25,9,9,1,12,19
STFRPA v AMER 26-Nov-2022,1,13,27,4,17,17,20,5,19,8,5,1,15,19
AMER v LEHIGH 18-Feb-2023,1,24,45,1,11,8,14,6,21,9,5,2,5,15
AMER v LEHIGH 18-Feb-2023,2,16,34,5,11,15,21,7,28,14,3,1,12,16
AMER v ARMY 25-Jan-2023,1,21,37,4,14,9,10,7,20,11,7,7,14,13
AMER v ARMY 25-Jan-2023,2,19,32,4,17,11,13,6,20,8,6,1,15,14
AMER v LOY MD 26-Feb-2022,1,20,34,4,12,13,14,7,29,14,6,7,15,15
AMER v LOY MD 26-Feb-2022,2,15,37,4,19,13,20,11,14,7,8,2,8,13
HOLYCR v AMER 01-Mar-2022,2,25,44,0,3,19,25,6,26,15,8,2,11,16
HOLYCR v AMER 01-Mar-2022,1,18,37,5,17,12,14,7,19,13,2,7,14,20
BUCKNL v AMER 09-Feb-2022,2,17,34,5,16,17,21,9,16,13,9,1,11,12
BUCKNL v AMER 09-Feb-2022,1,19,31,8,16,6,9,5,18,16,5,5,14,16
AMER v WM&MRY 16-Nov-2022,1,18,33,6,16,17,20,9,23,12,5,9,14,17
AMER v WM&MRY 16-Nov-2022,2,15,35,6,15,16,22,9,19,10,9,0,10,20
AMER v LAFAYE 24-Jan-2022,1,16,33,5,14,9,16,11,27,9,4,2,18,13
AMER v LAFAYE 24-Jan-2022,2,19,34,7,25,10,15,10,18,16,10,2,4,16
MTSTMY v AMER 11-Dec-2021,2,22,46,5,12,13,14,6,30,15,8,1,13,18
MTSTMY v AMER 11-Dec-2021,1,22,49,3,14,13,17,11,24,11,6,5,12,16
AMER v LAFAYE 18-Jan-2023,1,15,22,8,19,5,6,3,19,14,4,7,16,10
AMER v LAFAYE 18-Jan-2023,2,21,34,9,21,1,2,7,15,17,10,1,9,13
AMER v NAVY 16-Feb-2022,1,11,32,6,22,6,11,10,28,8,4,5,16,18
AMER v NAVY 16-Feb-2022,2,12,32,5,20,16,24,10,28,8,7,2,10,11
NAVY v AMER 03-Mar-2022,2,12,31,11,26,7,8,9,25,15,7,3,15,23
NAVY v AMER 03-Mar-2022,1,16,35,5,13,24,37,11,26,15,8,4,14,9
ARMY v AMER 11-Jan-2023,2,18,30,4,19,12,19,3,11,8,10,2,9,19
ARMY v AMER 11-Jan-2023,1,19,28,6,11,16,21,5,23,13,2,2,18,18
LAFAYE v AMER 30-Dec-2022,2,17,19,4,16,14,23,7,30,12,11,4,26,10
LAFAYE v AMER 30-Dec-2022,1,8,22,9,30,4,8,6,13,16,12,1,15,21
AMER v MARIST 09-Nov-2021,1,22,40,5,19,18,26,7,29,17,5,4,14,12
AMER v MARIST 09-Nov-2021,2,27,49,4,19,7,12,10,26,5,6,3,15,20
AMER v STFRPA 08-Dec-2021,1,22,44,10,15,9,14,11,19,19,7,4,11,14
AMER v STFRPA 08-Dec-2021,2,27,44,3,9,10,14,6,20,14,6,3,12,16
APP ST v ODU 18-Feb-2023,1,19,34,5,27,10,20,13,22,10,4,7,8,17
APP ST v ODU 18-Feb-2023,2,16,39,8,22,18,23,16,30,13,5,4,11,19
MARSH v APP ST 29-Dec-2022,2,12,34,6,19,11,23,5,19,7,3,2,9,9
MARSH v APP ST 29-Dec-2022,1,26,46,7,17,6,9,14,35,23,4,5,13,18
APP ST v ETSU 12-Nov-2021,1,13,27,10,25,13,18,10,26,15,4,0,12,12
APP ST v ETSU 12-Nov-2021,2,16,29,10,33,5,6,9,20,16,7,2,7,16
APP ST v SE LA 20-Nov-2022,1,19,34,9,25,18,25,9,36,15,6,3,14,13
APP ST v SE LA 20-Nov-2022,2,14,42,12,33,10,15,14,27,12,8,1,8,21
S MISS v APP ST 31-Dec-2022,2,17,33,8,21,12,13,7,23,14,6,0,15,20
S MISS v APP ST 31-Dec-2022,1,20,36,6,16,18,26,9,22,13,6,2,10,13
APP ST v KENSAW 19-Nov-2022,1,13,25,11,26,8,10,7,24,11,6,8,17,18
APP ST v KENSAW 19-Nov-2022,2,17,40,8,17,13,20,12,22,15,8,1,10,15
APP ST v TROY 17-Feb-2022,1,19,38,5,15,8,17,5,22,11,8,2,10,13
APP ST v TROY 17-Feb-2022,2,12,24,10,22,13,15,4,31,15,4,0,15,18
UNC v APP ST 21-Dec-2021,2,16,34,4,30,6,7,10,23,8,7,5,11,14
UNC v APP ST 21-Dec-2021,1,22,46,7,16,5,9,14,33,17,5,3,15,15
APP ST v TROY 14-Jan-2023,1,14,32,5,21,15,20,7,33,10,5,4,13,15
APP ST v TROY 14-Jan-2023,2,11,29,5,31,8,14,15,30,8,7,4,16,19
JMU v APP ST 07-Jan-2023,2,18,33,7,25,14,17,10,29,12,8,3,16,20
JMU v APP ST 07-Jan-2023,1,16,31,4,26,18,23,12,25,12,8,0,15,16
ARK ST v APP ST 25-Feb-2022,2,11,29,8,24,14,16,5,30,8,5,0,10,11
ARK ST v APP ST 25-Feb-2022,1,20,36,6,19,4,10,4,30,14,8,3,11,14
TX ST v APP ST 03-Feb-2022,2,13,34,8,22,16,23,12,21,11,4,1,5,15
TX ST v APP ST 03-Feb-2022,1,22,40,4,11,12,15,6,26,12,4,5,10,17
APP ST v ARK ST 27-Jan-2022,1,16,36,8,21,5,13,8,31,11,6,3,11,11
APP ST v ARK ST 27-Jan-2022,2,13,32,8,23,4,8,6,29,8,4,4,14,15
LOUIS v APP ST 15-Nov-2022,2,19,44,5,19,8,12,10,22,8,6,2,7,21
LOUIS v APP ST 15-Nov-2022,1,11,24,7,22,17,23,10,32,6,1,3,18,21
APP ST v JMU 04-Feb-2023,1,17,40,6,19,5,14,9,29,12,5,4,10,13
APP ST v JMU 04-Feb-2023,2,9,27,11,29,12,16,10,31,13,4,1,11,16
APP ST v NC CEN 10-Nov-2022,1,14,32,12,32,15,23,6,27,15,5,8,8,14
APP ST v NC CEN 10-Nov-2022,2,18,43,9,25,11,13,7,35,12,5,2,14,22
GA ST v APP ST 22-Feb-2023,2,15,32,14,21,6,7,5,27,20,6,4,10,15
GA ST v APP ST 22-Feb-2023,1,17,40,4,17,6,12,12,19,11,6,3,10,7
UALR v APP ST 23-Feb-2022,2,22,38,10,23,4,9,5,29,17,4,2,11,12
UALR v APP ST 23-Feb-2022,1,20,43,6,20,8,9,9,26,15,7,2,13,9
VERMNT v APP ST 24-Nov-2021,2,14,27,10,23,5,9,4,24,7,3,0,9,16
VERMNT v APP ST 24-Nov-2021,1,16,27,6,24,15,18,6,22,9,3,2,6,14
APP ST v GA ST 26-Jan-2023,1,17,33,7,19,16,24,13,24,10,8,4,12,11
APP ST v GA ST 26-Jan-2023,2,20,37,5,20,4,7,9,19,7,8,3,12,20
APP ST v S ALA 19-Feb-2022,1,13,29,13,34,4,5,11,30,22,3,2,7,9
APP ST v S ALA 19-Feb-2022,2,18,44,3,13,6,11,10,27,6,3,0,9,10
APP ST v DEL 22-Nov-2021,1,12,25,10,25,14,19,5,13,9,4,0,11,20
APP ST v DEL 22-Nov-2021,2,18,22,7,19,18,21,3,19,9,4,1,14,19
DUKE v APP ST 16-Dec-2021,2,16,34,8,26,11,15,13,18,15,6,0,13,13
DUKE v APP ST 16-Dec-2021,1,18,28,15,30,11,13,7,23,21,6,4,9,14
WASHST v ARIZ 26-Jan-2023,2,18,36,8,22,3,6,5,33,13,9,5,16,17
WASHST v ARIZ 26-Jan-2023,1,15,41,4,17,16,19,8,28,7,10,6,14,12
ORE ST v ARIZ 12-Jan-2023,2,21,32,11,29,11,17,13,30,26,6,6,17,21
ORE ST v ARIZ 12-Jan-2023,1,15,33,8,27,20,26,11,20,12,10,4,12,18
ARIZ v TCU 20-Mar-2022,1,26,41,5,27,18,25,14,30,16,10,4,16,21
ARIZ v TCU 20-Mar-2022,2,20,48,6,26,22,30,20,28,13,11,3,14,22
ARIZ v WICHST 19-Nov-2021,1,19,32,5,27,29,42,11,36,16,2,10,22,21
ARIZ v WICHST 19-Nov-2021,2,15,41,12,39,12,24,20,23,11,11,3,15,31
TENN v ARIZ 22-Dec-2021,2,17,31,9,27,12,18,10,28,16,6,3,17,28
TENN v ARIZ 22-Dec-2021,1,19,43,7,24,18,27,16,24,12,8,6,13,16
ARIZ v IND 10-Dec-2022,1,21,38,10,25,17,25,16,28,21,6,5,10,15
ARIZ v IND 10-Dec-2022,2,19,44,10,25,7,9,13,21,18,6,3,10,19
ARIZ v COLO 18-Feb-2023,1,22,42,5,13,19,26,7,30,16,4,2,14,16
ARIZ v COLO 18-Feb-2023,2,17,38,7,24,13,18,10,26,14,7,3,13,18
ARIZ v SDSU 22-Nov-2022,1,25,38,9,20,10,14,9,32,16,6,4,19,22
ARIZ v SDSU 22-Nov-2022,2,21,44,3,19,19,24,11,19,4,11,1,13,20
ARIZ v WASH 03-Jan-2022,1,21,35,12,25,17,21,12,33,28,5,5,21,17
ARIZ v WASH 03-Jan-2022,2,24,51,7,24,10,13,12,19,14,18,1,6,16
ORE ST v ARIZ 05-Dec-2021,2,24,38,9,32,15,24,18,21,20,13,5,12,17
ORE ST v ARIZ 05-Dec-2021,1,21,45,5,14,8,14,15,21,16,7,5,22,21
ARIZ v UTAH 15-Jan-2022,1,30,47,3,18,13,16,13,22,24,10,7,16,15
ARIZ v UTAH 15-Jan-2022,2,17,40,6,16,12,12,11,20,9,5,3,20,18
ARIZ v UCLA 03-Feb-2022,1,16,28,8,22,20,30,8,36,18,4,9,15,16
ARIZ v UCLA 03-Feb-2022,2,25,58,3,14,7,12,12,24,12,7,1,8,23
ARIZ v COLO 11-Mar-2022,1,20,35,6,15,24,25,6,30,14,10,4,18,14
ARIZ v COLO 11-Mar-2022,2,8,30,16,32,8,10,8,19,20,9,4,14,21
WASH v ARIZ 28-Jan-2023,2,23,39,11,26,16,19,13,26,25,3,3,9,15
WASH v ARIZ 28-Jan-2023,1,19,35,8,27,10,11,8,20,8,4,7,12,19
ARIZ v WRIGHT 18-Mar-2022,1,22,40,11,20,10,12,10,36,21,4,9,19,17
ARIZ v WRIGHT 18-Mar-2022,2,15,44,9,25,13,19,7,18,13,10,3,6,14
ARIZ v ND ST 16-Nov-2021,1,21,38,13,28,16,22,13,36,21,8,6,8,14
ARIZ v ND ST 16-Nov-2021,2,11,39,6,26,5,9,15,21,7,2,1,17,20
ARIZ v CALBAP 18-Dec-2021,1,24,43,9,22,9,13,12,32,21,5,12,13,13
ARIZ v CALBAP 18-Dec-2021,2,16,45,8,27,4,6,12,21,12,3,3,13,12
ARIZ v TAMUCC 13-Dec-2022,1,19,33,15,27,16,23,11,41,26,8,5,15,12
ARIZ v TAMUCC 13-Dec-2022,2,14,39,9,36,6,8,13,19,13,10,2,12,19
WASHST v ARIZ 10-Feb-2022,2,20,38,8,19,8,11,10,36,17,4,5,18,10
WASHST v ARIZ 10-Feb-2022,1,17,41,8,32,2,3,11,20,10,10,3,9,12
ARIZ v SAC ST 27-Nov-2021,1,29,53,9,17,20,26,13,35,31,11,6,13,13
ARIZ v SAC ST 27-Nov-2021,2,15,42,7,19,8,11,4,21,12,3,2,17,19
STAN v ARIZ 11-Feb-2023,2,14,26,14,35,9,11,9,17,17,6,2,11,19
STAN v ARIZ 11-Feb-2023,1,23,36,10,18,12,19,10,24,17,4,2,13,19
AZ ST v ARIZ 07-Feb-2022,2,27,41,7,19,16,23,13,35,20,9,4,20,16
AZ ST v ARIZ 07-Feb-2022,1,17,41,13,30,6,9,9,17,20,12,4,13,21
ARIZ v OREGN 02-Feb-2023,1,21,35,10,23,19,22,10,27,23,9,2,11,18
ARIZ v OREGN 02-Feb-2023,2,17,37,9,26,15,18,12,19,12,6,6,12,19
ARIZ v UTRGV 12-Nov-2021,1,23,27,11,29,25,35,11,43,25,8,8,18,22
ARIZ v UTRGV 12-Nov-2021,2,11,47,4,20,16,24,11,14,7,10,1,13,24
ARIZ v STAN 03-Mar-2022,1,22,37,5,16,22,27,4,24,19,10,5,10,14
ARIZ v STAN 03-Mar-2022,2,20,42,9,19,2,9,11,24,16,5,2,17,23
ARIZ v MORGAN 22-Dec-2022,1,26,34,8,25,17,24,12,28,25,7,3,14,13
ARIZ v MORGAN 22-Dec-2022,2,13,34,12,23,6,8,4,15,20,8,2,15,19
ARK v ND ST 07-Nov-2022,1,24,47,4,10,16,23,6,34,10,11,4,11,19
ARK v ND ST 07-Nov-2022,2,14,35,5,21,15,23,7,28,7,5,2,14,16
ARK v UNC G 06-Dec-2022,1,15,36,3,18,26,33,8,39,9,6,9,12,14
ARK v UNC G 06-Dec-2022,2,12,39,9,28,7,11,8,31,13,8,3,9,26
KAN ST v ARK 22-Nov-2021,2,18,36,3,22,27,34,13,28,9,7,3,12,20
KAN ST v ARK 22-Nov-2021,1,19,37,3,22,17,23,12,29,7,7,3,15,25
MIZZOU v ARK 18-Jan-2023,2,16,33,7,17,23,26,13,29,12,6,2,21,33
MIZZOU v ARK 18-Jan-2023,1,17,29,5,20,30,40,7,16,8,13,2,12,23
TX A&M v ARK 15-Feb-2023,2,17,34,5,16,7,14,5,28,17,4,6,13,23
TX A&M v ARK 15-Feb-2023,1,13,42,6,12,18,22,9,27,9,5,4,9,20
FLA v ARK 22-Feb-2022,2,22,45,7,18,17,20,12,27,13,5,2,6,18
FLA v ARK 22-Feb-2022,1,18,33,8,25,14,18,8,23,15,3,5,9,14
ARK v LSU 11-Mar-2022,1,18,36,6,21,25,31,14,28,12,9,5,15,21
ARK v LSU 11-Mar-2022,2,14,32,4,19,27,31,6,22,12,11,5,12,21
BAYLOR v ARK 28-Jan-2023,2,23,39,4,14,6,11,10,25,16,4,6,15,23
BAYLOR v ARK 28-Jan-2023,1,14,41,6,18,21,24,15,20,5,7,1,8,19
ARK v FLA 18-Feb-2023,1,32,49,2,10,14,17,9,31,8,8,6,13,12
ARK v FLA 18-Feb-2023,2,18,38,4,21,17,21,8,17,9,9,2,12,16
ARK v LSU 24-Jan-2023,1,18,38,5,13,9,12,7,29,15,7,5,12,12
ARK v LSU 24-Jan-2023,2,13,45,1,9,11,16,14,21,6,5,3,15,15
