FixtureKey,Team,2PM,2PA,3PM,3PA,FTM,FTA,ORB,DRB,AST,STL,BLK,TOV,PF
S CAR v RIDER 28-Nov-2021,1,16,36,6,19,15,26,14,24,10,6,9,12,18
S CAR v ALA 22-Feb-2023,2,20,35,7,27,17,25,11,29,10,6,5,12,17
S CAR v ALA 22-Feb-2023,1,21,41,9,21,7,13,5,22,7,5,3,11,21
S CAR v TX A&M 14-Jan-2023,1,13,28,6,22,9,13,5,11,9,7,2,12,17
S CAR v TX A&M 14-Jan-2023,2,25,42,9,20,17,21,20,26,16,8,4,10,16
S CAR v E MICH 30-Dec-2022,2,15,35,10,28,4,9,10,20,9,6,3,8,15
S CAR v E MICH 30-Dec-2022,1,20,37,8,26,10,17,18,28,12,5,3,9,10
S CAR v TENN 05-Feb-2022,1,12,35,5,19,18,21,10,24,11,6,6,13,14
S CAR v TENN 05-Feb-2022,2,13,36,14,27,13,14,11,27,18,10,6,8,20
S CAR v PRESBY 11-Dec-2022,2,19,33,5,13,4,7,5,20,11,3,2,11,13
S CAR v PRESBY 11-Dec-2022,1,19,33,8,22,6,10,9,16,10,5,2,6,9
S CAR v MISS 17-Jan-2023,2,13,26,10,24,14,26,7,36,18,3,3,12,16
S CAR v MISS 17-Jan-2023,1,16,36,6,24,8,13,5,26,9,6,1,9,20
S CAR v UAB 18-Nov-2021,1,14,35,8,17,14,20,10,27,12,9,5,22,19
S CAR v UAB 18-Nov-2021,2,15,39,6,22,15,24,14,22,9,14,1,15,19
S CAR v VANDY 26-Jan-2022,1,20,38,7,23,9,21,15,26,15,8,6,12,19
S CAR v VANDY 26-Jan-2022,2,14,30,7,17,12,19,4,25,12,7,3,16,19
S CAR v UK 08-Feb-2022,1,26,62,5,20,9,14,22,19,15,7,0,11,19
S CAR v UK 08-Feb-2022,2,28,45,6,15,12,19,8,32,25,5,4,16,18
S FRAN v MORGAN 22-Nov-2021,2,22,50,4,16,11,17,7,21,9,10,4,9,13
S FRAN v MORGAN 22-Nov-2021,1,17,25,12,33,13,17,9,36,16,5,4,19,12
USD v S FRAN 26-Feb-2022,2,19,36,9,24,13,15,9,26,16,7,3,8,16
USD v S FRAN 26-Feb-2022,1,23,41,3,15,7,11,6,24,4,4,2,12,17
PACIF v S FRAN 21-Feb-2022,1,15,37,6,14,23,31,7,16,7,5,1,16,21
PACIF v S FRAN 21-Feb-2022,2,20,30,15,29,19,24,8,26,22,8,0,16,25
S FRAN v BYU 21-Jan-2023,2,23,38,5,17,13,16,5,21,10,11,2,15,23
S FRAN v BYU 21-Jan-2023,1,11,21,12,29,24,27,6,21,11,4,3,17,16
N MEX v S FRAN 12-Dec-2022,1,22,46,3,11,14,18,9,24,10,7,2,10,16
N MEX v S FRAN 12-Dec-2022,2,14,31,9,29,9,13,10,23,13,7,0,11,17
GONZ v S FRAN 09-Feb-2023,1,28,44,6,20,25,33,16,23,16,9,3,9,14
GONZ v S FRAN 09-Feb-2023,2,18,32,11,30,12,16,12,18,13,4,0,15,22
MURRAY v S FRAN 17-Mar-2022,1,25,43,6,21,24,35,11,32,17,5,1,12,21
MURRAY v S FRAN 17-Mar-2022,2,23,33,9,35,14,22,9,26,10,7,6,9,24
STMARY v S FRAN 17-Feb-2022,2,15,29,9,29,7,12,8,25,7,7,6,14,15
STMARY v S FRAN 17-Feb-2022,1,21,40,5,20,12,15,7,30,10,13,1,9,14
S FRAN v GONZ 05-Jan-2023,2,20,40,10,26,7,10,6,20,14,6,3,6,14
S FRAN v GONZ 05-Jan-2023,1,17,36,10,23,11,13,13,32,7,3,5,17,14
S FRAN v STMARY 27-Jan-2022,1,19,35,8,19,8,14,8,22,9,4,8,12,12
S FRAN v STMARY 27-Jan-2022,2,25,52,3,9,13,14,12,22,11,6,1,9,16
S FRAN v STCLAR 29-Jan-2022,1,24,46,9,22,13,15,9,29,17,5,5,12,14
S FRAN v STCLAR 29-Jan-2022,2,24,43,8,20,13,17,4,27,14,6,7,6,17
S FRAN v UALR 30-Nov-2022,1,17,32,13,32,17,22,11,25,19,7,4,11,18
S FRAN v UALR 30-Nov-2022,2,20,39,4,18,16,20,7,27,9,6,2,16,19
S FRAN v MERMCK 07-Dec-2022,2,17,27,3,26,8,12,3,14,6,7,0,13,20
S FRAN v MERMCK 07-Dec-2022,1,20,29,3,20,20,25,13,28,15,4,2,20,14
S FRAN v STMARY 14-Jan-2023,1,14,31,8,21,9,12,5,21,8,4,5,12,13
S FRAN v STMARY 14-Jan-2023,2,19,38,11,21,7,12,5,24,14,8,5,7,15
S FRAN v UT ST 04-Dec-2022,1,17,34,7,21,9,15,6,22,8,3,2,18,17
S FRAN v UT ST 04-Dec-2022,2,26,43,5,19,15,18,8,22,11,7,1,8,18
GONZ v S FRAN 20-Jan-2022,1,23,42,5,18,17,22,8,31,19,5,7,9,17
GONZ v S FRAN 20-Jan-2022,2,16,40,6,21,12,14,10,28,8,6,4,13,19
S FRAN v LOYCHI 06-Jan-2022,2,21,34,7,20,16,21,9,24,13,5,1,10,17
S FRAN v LOYCHI 06-Jan-2022,1,26,35,6,25,4,8,8,20,15,5,4,10,20
USD v S FRAN 28-Jan-2023,2,24,34,10,21,16,21,6,24,21,8,1,15,20
USD v S FRAN 28-Jan-2023,1,16,32,10,25,19,22,9,17,12,10,0,12,19
SEMO v S IND 18-Feb-2023,2,16,30,9,24,21,26,9,26,11,3,1,15,24
SEMO v S IND 18-Feb-2023,1,18,39,6,20,31,40,11,17,12,6,4,6,21
E ILL v S IND 31-Dec-2022,1,24,37,9,18,16,23,6,22,18,9,4,15,21
E ILL v S IND 31-Dec-2022,2,17,32,9,27,19,23,13,20,15,7,3,17,22
STBONA v S IND 22-Nov-2022,2,15,35,9,28,9,17,11,20,11,9,2,15,20
STBONA v S IND 22-Nov-2022,1,20,35,7,16,19,24,5,28,10,5,7,17,16
S IND v SIUE 07-Jan-2023,1,14,31,8,28,10,14,14,27,10,5,2,16,18
S IND v SIUE 07-Jan-2023,2,16,30,4,21,25,30,7,26,8,9,5,11,15
TNTECH v S IND 09-Feb-2023,2,19,39,8,27,7,11,15,21,15,6,4,13,16
TNTECH v S IND 09-Feb-2023,1,18,29,12,30,12,16,9,26,15,4,5,14,16
S IND v UALR 12-Jan-2023,1,14,30,11,30,13,27,15,31,13,4,1,11,14
S IND v UALR 12-Jan-2023,2,17,44,7,17,12,15,8,26,13,6,1,9,27
GA ST v S MISS 04-Feb-2023,1,14,41,10,18,13,17,10,27,17,4,2,15,18
GA ST v S MISS 04-Feb-2023,2,22,40,6,19,17,25,6,26,17,7,1,7,14
S MISS v CHAR 05-Mar-2022,2,20,32,8,25,6,8,6,25,15,3,1,10,17
S MISS v CHAR 05-Mar-2022,1,18,38,6,15,13,20,8,24,13,4,3,9,13
UTEP v S MISS 08-Jan-2022,2,16,44,3,11,13,22,13,22,8,3,1,14,12
UTEP v S MISS 08-Jan-2022,1,17,30,15,27,8,8,3,29,24,5,5,10,18
S MISS v UCSD 25-Nov-2021,1,24,53,1,10,5,7,11,32,12,5,1,10,15
S MISS v UCSD 25-Nov-2021,2,13,26,7,28,8,15,6,28,13,4,0,11,13
S MISS v TX ST 28-Jan-2023,1,11,24,8,22,21,30,8,23,11,8,3,10,19
S MISS v TX ST 28-Jan-2023,2,17,45,2,10,18,22,16,23,9,3,2,15,22
S MISS v TROY 29-Dec-2022,1,22,43,2,16,14,19,11,29,13,11,5,13,14
S MISS v TROY 29-Dec-2022,2,12,29,8,29,12,15,10,26,13,6,3,16,17
VANDY v S MISS 11-Nov-2022,2,17,39,5,24,11,14,10,32,14,13,3,9,12
VANDY v S MISS 11-Nov-2022,1,18,39,3,25,3,8,13,31,7,5,7,15,13
FAU v S MISS 09-Mar-2022,1,23,33,11,25,7,10,8,29,22,9,4,12,17
FAU v S MISS 09-Mar-2022,2,17,44,4,15,13,14,10,19,5,3,1,12,13
NW ST v S MISS 04-Dec-2022,1,21,45,10,25,12,16,12,20,11,14,3,11,13
NW ST v S MISS 04-Dec-2022,2,26,45,8,17,6,10,11,30,22,5,3,19,15
S MISS v GA SOU 18-Feb-2023,2,18,43,6,22,8,13,10,25,11,12,2,13,19
S MISS v GA SOU 18-Feb-2023,1,19,40,9,21,8,17,13,35,15,10,2,15,18
UTSA v S MISS 08-Mar-2022,2,18,34,7,23,10,15,6,22,15,9,3,9,15
UTSA v S MISS 08-Mar-2022,1,21,37,5,21,7,11,11,29,13,4,0,18,16
S MISS v W KY 14-Feb-2022,1,22,46,8,20,9,10,16,23,18,5,2,13,18
S MISS v W KY 14-Feb-2022,2,14,29,13,25,20,23,7,21,17,8,7,9,11
ARK ST v S MISS 14-Jan-2023,1,11,34,6,15,17,26,7,21,15,10,1,14,16
ARK ST v S MISS 14-Jan-2023,2,20,37,7,20,13,14,10,30,15,9,0,15,22
S MISS v MCNEES 18-Dec-2022,2,15,36,8,24,13,18,9,26,10,9,1,15,19
S MISS v MCNEES 18-Dec-2022,1,16,34,14,32,12,17,13,30,22,5,5,14,14
S MISS v ARK ST 26-Jan-2023,2,16,34,6,19,7,13,7,19,12,4,4,9,15
S MISS v ARK ST 26-Jan-2023,1,25,49,4,15,11,16,17,27,16,6,2,6,16
S MISS v LATECH 16-Jan-2022,2,20,33,8,26,12,14,8,30,13,6,2,9,14
S MISS v LATECH 16-Jan-2022,1,15,45,6,19,14,19,15,25,12,2,1,11,17
LA MON v S MISS 18-Dec-2021,1,21,39,7,21,11,15,8,23,15,7,5,11,13
LA MON v S MISS 18-Dec-2021,2,18,38,7,14,8,15,7,27,12,2,1,18,17
MIDTEN v S MISS 22-Jan-2022,1,24,31,2,24,20,29,13,22,9,8,5,10,16
MIDTEN v S MISS 22-Jan-2022,2,21,33,1,12,15,19,2,23,5,2,1,17,23
S MISS v ULL 12-Nov-2021,1,16,33,2,19,7,14,7,30,4,7,2,25,20
S MISS v ULL 12-Nov-2021,2,9,29,11,32,15,24,14,32,11,15,5,19,19
S UTAH v PORTST 17-Jan-2022,2,15,34,12,25,10,15,10,17,8,5,3,10,20
S UTAH v PORTST 17-Jan-2022,1,25,35,7,17,15,21,6,26,14,4,2,10,18
S UTAH v UTRGV 31-Dec-2022,1,26,50,5,15,27,37,11,32,16,6,6,13,20
S UTAH v UTRGV 31-Dec-2022,2,28,55,6,20,14,20,13,25,8,8,6,17,29
S UTAH v N COLO 01-Jan-2022,2,14,27,17,41,12,16,10,29,19,2,5,11,21
S UTAH v N COLO 01-Jan-2022,1,17,36,11,27,14,25,10,28,10,4,3,11,16
S UTAH v UT VAL 08-Dec-2021,1,18,35,5,19,9,11,3,32,9,7,5,11,12
S UTAH v UT VAL 08-Dec-2021,2,16,40,5,21,9,12,9,30,5,6,7,9,13
PORTST v S UTAH 27-Jan-2022,1,28,50,6,27,8,13,12,26,16,11,5,13,26
PORTST v S UTAH 27-Jan-2022,2,18,38,8,22,25,38,14,34,13,9,4,22,19
SAC ST v S UTAH 12-Feb-2022,2,17,31,13,28,10,12,8,28,20,7,3,11,9
SAC ST v S UTAH 12-Feb-2022,1,19,34,4,21,7,8,4,21,12,4,3,11,11
S UTAH v TARLET 09-Feb-2023,1,11,21,7,15,29,34,3,30,9,2,3,16,20
S UTAH v TARLET 09-Feb-2023,2,14,35,6,16,16,22,6,17,9,9,4,10,28
UT VAL v S UTAH 11-Feb-2023,2,20,46,8,24,19,26,15,24,7,11,3,10,30
UT VAL v S UTAH 11-Feb-2023,1,19,34,6,25,34,41,15,31,18,7,5,15,23
FRESNO v S UTAH 28-Mar-2022,1,16,33,11,21,2,6,4,32,17,9,5,12,15
FRESNO v S UTAH 28-Mar-2022,2,15,41,4,20,6,8,12,24,10,6,1,12,9
DIXST v S UTAH 12-Nov-2021,1,25,41,6,19,15,21,6,29,20,4,3,12,26
DIXST v S UTAH 12-Nov-2021,2,14,36,9,26,21,30,14,27,10,6,4,13,23
ID ST v S UTAH 03-Mar-2022,1,20,33,8,20,7,9,7,21,12,4,0,14,17
ID ST v S UTAH 03-Mar-2022,2,19,32,8,22,17,23,10,20,14,8,1,9,16
STMARY v S UTAH 15-Nov-2021,2,17,34,4,26,5,10,10,26,8,7,3,15,10
STMARY v S UTAH 15-Nov-2021,1,19,43,10,29,2,3,12,28,14,9,3,9,12
ABILCH v S UTAH 07-Jan-2023,1,20,38,5,25,17,19,7,17,12,11,3,9,26
ABILCH v S UTAH 07-Jan-2023,2,20,32,4,11,22,35,8,33,5,3,5,21,26
ID ST v S UTAH 03-Dec-2022,1,14,33,7,22,10,16,12,21,10,6,2,19,25
ID ST v S UTAH 03-Dec-2022,2,15,32,4,16,27,31,10,27,6,8,1,17,23
S UTAH v PORTST 10-Mar-2022,2,21,35,6,17,17,21,4,29,11,7,7,13,17
S UTAH v PORTST 10-Mar-2022,1,22,43,3,25,12,16,16,23,3,5,3,13,19
CAL v S UTAH 18-Nov-2021,1,19,42,8,26,13,16,11,34,14,10,5,15,20
CAL v S UTAH 18-Nov-2021,2,20,42,5,28,13,21,15,32,7,9,4,15,15
S UTAH v WEB ST 24-Jan-2022,1,18,33,7,20,27,31,8,24,9,9,3,17,24
S UTAH v WEB ST 24-Jan-2022,2,16,26,13,30,21,30,6,23,14,6,0,13,22
SAC ST v PORTST 31-Dec-2022,2,17,38,6,20,11,14,9,21,14,9,3,11,20
SAC ST v PORTST 31-Dec-2022,1,15,35,10,21,14,19,14,28,14,3,2,16,15
UCSD v SAC ST 12-Nov-2022,2,5,22,14,25,13,19,9,27,17,4,0,11,18
UCSD v SAC ST 12-Nov-2022,1,19,39,2,16,11,16,11,23,12,7,2,7,17
PORTST v SAC ST 05-Feb-2022,1,15,33,8,21,19,26,9,18,7,16,3,11,16
PORTST v SAC ST 05-Feb-2022,2,14,32,9,17,10,13,10,26,12,6,4,24,17
SAC ST v ID ST 27-Jan-2022,2,19,30,4,16,10,16,6,22,14,3,0,13,15
SAC ST v ID ST 27-Jan-2022,1,15,34,7,16,10,15,9,18,16,8,2,10,19
E WASH v SAC ST 07-Jan-2023,1,17,24,13,31,5,6,8,26,17,9,2,17,16
E WASH v SAC ST 07-Jan-2023,2,12,28,14,33,9,16,13,17,17,9,2,12,13
SAC ST v MONTST 28-Jan-2023,2,18,41,4,8,24,28,9,16,5,9,3,8,16
SAC ST v MONTST 28-Jan-2023,1,20,40,4,9,13,16,10,19,14,1,5,15,21
SAC ST v N COLO 12-Jan-2023,2,16,41,10,23,2,9,9,18,14,10,2,7,15
SAC ST v N COLO 12-Jan-2023,1,22,36,6,17,10,13,9,34,22,1,5,13,11
MONTST v SAC ST 23-Feb-2023,1,14,31,2,12,26,33,5,18,6,9,5,8,17
MONTST v SAC ST 23-Feb-2023,2,16,33,5,14,9,16,11,26,10,5,1,17,24
IDAHO v SAC ST 22-Jan-2022,1,18,35,10,25,7,10,4,31,14,5,7,13,17
IDAHO v SAC ST 22-Jan-2022,2,22,47,7,15,7,17,10,30,5,7,1,14,14
NAU v SAC ST 24-Jan-2022,1,13,27,10,27,14,21,11,23,15,3,0,14,17
NAU v SAC ST 24-Jan-2022,2,16,29,7,20,12,18,6,25,10,9,3,17,18
MONT v SAC ST 05-Mar-2022,1,20,31,5,21,16,20,6,23,12,7,2,8,14
MONT v SAC ST 05-Mar-2022,2,18,39,7,14,15,23,9,22,9,3,1,8,15
SAC ST v MONT 02-Dec-2021,2,18,30,5,15,14,21,4,23,11,5,3,13,14
SAC ST v MONT 02-Dec-2021,1,15,39,7,13,7,12,9,22,9,6,3,17,20
MERMCK v SACHRT 05-Jan-2023,1,10,27,8,24,11,21,10,22,9,10,4,10,13
MERMCK v SACHRT 05-Jan-2023,2,20,42,4,17,7,13,16,30,13,3,3,15,18
STFRPA v SACHRT 23-Jan-2022,2,19,33,10,23,6,10,4,17,15,6,1,10,12
STFRPA v SACHRT 23-Jan-2022,1,29,46,6,17,9,13,14,25,19,4,1,10,12
LIU BK v SACHRT 02-Mar-2022,1,19,36,9,25,17,23,13,29,19,7,6,11,12
LIU BK v SACHRT 02-Mar-2022,2,18,39,10,31,9,14,14,22,14,8,1,10,19
STONY v SACHRT 22-Nov-2021,2,26,43,5,16,5,15,12,29,16,7,2,17,12
STONY v SACHRT 22-Nov-2021,1,22,44,7,22,10,14,10,22,12,11,4,9,16
SACHRT v LIU BK 29-Dec-2021,2,15,40,9,30,8,10,14,29,16,6,5,11,18
SACHRT v LIU BK 29-Dec-2021,1,15,38,9,27,12,17,15,31,15,8,3,14,12
LIU BK v SACHRT 31-Dec-2022,1,23,49,2,18,12,15,12,24,14,9,2,13,15
LIU BK v SACHRT 31-Dec-2022,2,23,41,7,19,15,20,8,32,18,10,4,14,14
SACHRT v HOLYCR 22-Dec-2022,2,24,43,3,13,5,8,6,20,11,9,3,12,12
SACHRT v HOLYCR 22-Dec-2022,1,17,30,7,21,11,13,9,22,15,6,5,17,8
SACHRT v COLUMB 13-Nov-2022,2,20,35,12,34,9,13,11,24,19,7,2,13,17
SACHRT v COLUMB 13-Nov-2022,1,25,43,7,24,17,23,12,29,20,3,5,13,15
STFRBK v SACHRT 05-Feb-2022,2,22,49,3,16,13,19,18,35,14,3,6,9,14
STFRBK v SACHRT 05-Feb-2022,1,22,51,5,21,3,6,13,24,12,5,2,7,17
URI v SACHRT 07-Dec-2021,2,10,17,11,31,9,12,6,18,15,6,2,13,13
URI v SACHRT 07-Dec-2021,1,27,49,5,12,3,7,13,23,15,10,7,9,11
STFRPA v SACHRT 09-Feb-2023,2,18,53,9,22,13,16,13,17,12,9,3,8,13
STFRPA v SACHRT 09-Feb-2023,1,18,35,10,18,12,18,7,28,14,2,5,18,11
SACHRT v STFRBK 23-Feb-2023,1,23,44,3,16,8,17,9,27,11,6,5,14,18
SACHRT v STFRBK 23-Feb-2023,2,14,39,10,21,12,21,15,29,13,7,4,17,18
LAFAYE v SACHRT 02-Dec-2021,1,16,30,10,34,5,11,13,22,17,5,3,11,13
LAFAYE v SACHRT 02-Dec-2021,2,20,33,9,25,7,9,8,29,13,6,3,12,13
UMASSL v SACHRT 16-Nov-2022,2,20,46,9,25,14,18,12,23,13,9,4,12,18
UMASSL v SACHRT 16-Nov-2022,1,25,44,9,23,13,17,13,33,23,9,5,15,12
SACHRT v STONEH 29-Dec-2022,1,18,37,9,29,4,6,9,26,14,11,2,11,13
SACHRT v STONEH 29-Dec-2022,2,17,29,12,31,4,9,8,31,17,6,3,13,8
SACHRT v MERMCK 15-Feb-2022,2,18,28,8,23,10,14,4,23,16,8,2,12,18
SACHRT v MERMCK 15-Feb-2022,1,19,36,3,20,16,17,11,24,17,5,0,15,15
SAMFRD v UNC G 05-Mar-2022,1,12,25,10,25,12,17,13,17,10,8,3,12,16
SAMFRD v UNC G 05-Mar-2022,2,18,31,6,22,10,16,15,17,14,5,0,12,18
ETSU v SAMFRD 12-Feb-2022,1,15,27,7,22,22,29,8,19,13,7,2,13,14
ETSU v SAMFRD 12-Feb-2022,2,25,39,7,20,6,12,11,24,10,6,2,11,22
SAMFRD v VMI 17-Feb-2022,1,20,38,12,24,24,30,14,23,18,6,5,11,23
SAMFRD v VMI 17-Feb-2022,2,15,30,16,34,21,25,12,19,17,2,4,8,20
CHAT v SAMFRD 26-Feb-2022,1,17,33,9,28,9,16,15,27,13,9,2,8,19
CHAT v SAMFRD 26-Feb-2022,2,15,35,6,19,9,16,10,23,10,3,3,13,14
SAMFRD v MERCER 26-Jan-2022,2,12,19,9,31,10,14,6,29,14,3,3,19,16
SAMFRD v MERCER 26-Jan-2022,1,23,42,6,19,11,14,5,25,16,9,1,8,18
S FRAN v SAMFRD 15-Nov-2021,1,14,25,11,32,16,25,8,30,17,5,6,11,23
S FRAN v SAMFRD 15-Nov-2021,2,13,34,6,24,11,16,4,24,4,3,2,14,22
SAMFRD v WOFFRD 11-Jan-2023,1,16,21,16,39,3,6,7,24,18,12,2,9,13
SAMFRD v WOFFRD 11-Jan-2023,2,15,28,6,21,10,14,5,22,11,5,1,15,11
SAMFRD v UNC G 19-Feb-2022,1,10,29,7,17,14,16,4,30,9,3,4,16,15
SAMFRD v UNC G 19-Feb-2022,2,12,38,5,22,10,14,14,26,7,9,0,13,18
UNC G v SAMFRD 07-Jan-2023,2,10,19,15,31,5,11,1,26,13,6,2,10,22
UNC G v SAMFRD 07-Jan-2023,1,11,26,10,28,16,21,9,27,14,6,1,8,17
SAMFRD v WOFFRD 09-Feb-2022,1,19,36,4,24,15,21,11,28,11,9,8,16,21
SAMFRD v WOFFRD 09-Feb-2022,2,11,28,6,27,20,23,12,28,11,4,1,18,18
SAMFRD v KENSAW 18-Dec-2021,2,21,32,9,21,15,22,9,18,16,7,1,9,14
SAMFRD v KENSAW 18-Dec-2021,1,25,39,11,18,2,9,9,17,16,5,3,11,21
W CAR v SAMFRD 01-Feb-2023,2,23,38,6,17,21,24,8,30,5,4,6,14,22
W CAR v SAMFRD 01-Feb-2023,1,20,36,6,21,19,28,8,18,12,8,1,9,20
SAMFRD v UNC G 15-Feb-2023,1,13,29,12,27,21,28,8,25,8,11,3,11,17
SAMFRD v UNC G 15-Feb-2023,2,10,33,13,33,12,14,19,26,14,5,2,17,21
UTAH v SAMHOU 17-Nov-2022,2,19,43,5,19,12,14,14,27,11,10,2,11,15
UTAH v SAMHOU 17-Nov-2022,1,13,23,7,23,8,16,5,26,14,4,4,16,12
SAMHOU v GCANYN 22-Jan-2022,2,15,34,6,20,8,12,10,28,11,6,6,12,12
SAMHOU v GCANYN 22-Jan-2022,1,14,39,7,25,9,11,15,25,11,5,0,7,13
SAMHOU v CALBAP 09-Mar-2022,2,9,23,3,26,8,14,8,21,6,3,1,16,8
SAMHOU v CALBAP 09-Mar-2022,1,13,25,11,26,6,10,6,32,16,12,2,14,16
UTRGV v SAMHOU 01-Feb-2023,2,20,31,7,19,6,10,9,18,10,6,1,12,16
UTRGV v SAMHOU 01-Feb-2023,1,13,26,10,23,9,11,9,16,18,5,3,11,13
TX ARL v SAMHOU 04-Feb-2023,2,11,31,8,27,12,16,16,16,12,5,3,13,18
TX ARL v SAMHOU 04-Feb-2023,1,18,30,7,16,13,21,9,25,18,6,3,13,17
NIU v SAMHOU 22-Nov-2022,1,17,33,4,20,8,13,10,18,5,8,6,22,15
NIU v SAMHOU 22-Nov-2022,2,21,41,12,22,10,13,13,26,12,13,4,17,16
SAMHOU v GCANYN 05-Jan-2023,2,17,30,6,21,20,25,9,27,8,7,2,25,22
SAMHOU v GCANYN 05-Jan-2023,1,14,37,7,16,19,31,11,21,9,12,2,18,18
TARLET v SAMHOU 06-Jan-2022,2,16,36,6,19,14,21,15,17,11,8,3,16,14
TARLET v SAMHOU 06-Jan-2022,1,21,31,9,20,6,9,6,22,17,12,3,17,20
SFA v SAMHOU 24-Feb-2022,2,24,40,3,20,10,15,15,21,13,10,3,14,18
SFA v SAMHOU 24-Feb-2022,1,18,32,8,19,9,20,11,21,19,7,1,16,19
SAMHOU v UTRGV 21-Jan-2023,1,19,37,9,21,18,23,10,24,14,9,1,11,26
SAMHOU v UTRGV 21-Jan-2023,2,8,23,8,18,24,31,6,24,8,2,1,21,23
SAMHOU v TX ARL 15-Feb-2023,1,14,35,10,23,8,16,9,30,17,11,3,10,14
SAMHOU v TX ARL 15-Feb-2023,2,9,28,10,25,8,14,8,29,11,6,2,16,20
SAMHOU v MO ST 17-Nov-2021,2,18,35,8,20,17,18,12,27,13,3,2,15,19
SAMHOU v MO ST 17-Nov-2021,1,12,39,8,23,7,12,16,17,5,4,4,15,14
GCANYN v SAMHOU 10-Mar-2022,1,16,32,9,20,12,16,9,29,9,4,1,14,17
GCANYN v SAMHOU 10-Mar-2022,2,16,33,7,22,13,17,7,17,8,6,6,8,18
NM ST v SAMHOU 31-Dec-2022,1,12,21,9,25,11,18,6,18,12,6,0,15,13
NM ST v SAMHOU 31-Dec-2022,2,13,23,13,27,10,12,6,21,11,6,0,13,19
S UTAH v SAMHOU 12-Jan-2023,1,17,30,13,24,13,23,8,22,16,7,3,11,15
S UTAH v SAMHOU 12-Jan-2023,2,19,41,9,17,9,11,8,21,10,5,2,13,23
UT VAL v SAMHOU 29-Dec-2022,2,15,44,7,23,13,17,15,21,10,8,1,12,18
UT VAL v SAMHOU 29-Dec-2022,1,19,27,11,32,9,15,11,32,24,4,11,16,16
GCANYN v SAMHOU 26-Feb-2022,1,12,29,11,22,10,12,8,36,11,4,2,11,13
GCANYN v SAMHOU 26-Feb-2022,2,13,33,3,29,6,7,11,22,5,5,4,6,13
SAMHOU v SO DAK 23-Nov-2022,1,21,38,11,19,5,6,8,26,17,11,1,13,16
SAMHOU v SO DAK 23-Nov-2022,2,10,26,7,23,8,9,7,17,12,4,1,18,11
DIXST v SAMHOU 14-Jan-2023,1,10,21,8,25,9,16,10,17,8,5,1,20,16
DIXST v SAMHOU 14-Jan-2023,2,24,37,6,19,12,16,10,24,14,12,4,12,18
LAMAR v SAMHOU 13-Jan-2022,1,15,36,5,17,11,16,9,23,7,4,4,12,14
LAMAR v SAMHOU 13-Jan-2022,2,20,34,9,26,6,12,11,26,15,7,1,10,20
SC ST v UMES 19-Feb-2022,1,17,38,6,15,18,25,15,21,19,5,2,12,17
SC ST v UMES 19-Feb-2022,2,11,32,9,21,14,18,10,19,16,11,3,14,21
UMES v SC ST 22-Jan-2022,2,21,40,4,18,15,20,14,33,7,9,1,23,22
UMES v SC ST 22-Jan-2022,1,12,30,7,28,15,26,10,21,10,13,4,17,19
CHARSO v SC ST 21-Dec-2021,1,12,26,10,33,11,14,5,30,15,8,5,18,19
CHARSO v SC ST 21-Dec-2021,2,23,43,3,22,20,24,12,34,10,7,1,16,16
WINTHR v SC ST 06-Dec-2022,2,24,49,4,19,7,13,13,14,13,13,2,11,18
WINTHR v SC ST 06-Dec-2022,1,21,28,8,21,15,22,8,31,14,6,7,19,14
SC ST v TENNST 18-Dec-2021,1,18,42,11,20,21,33,14,30,20,6,6,18,22
SC ST v TENNST 18-Dec-2021,2,22,53,7,19,23,31,16,26,13,5,2,12,25
UGA v SC ST 16-Nov-2021,2,17,36,7,19,5,6,6,27,11,4,3,18,19
UGA v SC ST 16-Nov-2021,1,21,39,7,22,13,21,10,26,16,13,2,10,11
DEL ST v SC ST 20-Feb-2023,1,14,42,9,17,14,18,15,30,12,2,2,17,19
DEL ST v SC ST 20-Feb-2023,2,21,45,5,21,11,17,14,24,11,9,5,10,18
TENNST v SC ST 12-Nov-2022,2,18,43,5,21,10,22,12,26,9,9,0,12,23
TENNST v SC ST 12-Nov-2022,1,19,36,9,22,15,21,7,34,16,6,5,11,19
TXTECH v SC ST 27-Dec-2022,2,23,44,4,23,13,20,11,18,15,4,3,13,22
TXTECH v SC ST 27-Dec-2022,1,24,31,14,28,20,33,11,35,26,9,1,12,20
WAKE v SC ST 23-Nov-2022,2,27,55,4,24,8,14,18,15,11,11,4,11,24
WAKE v SC ST 23-Nov-2022,1,27,36,9,17,24,31,6,34,23,7,9,16,17
DUKE v SC ST 14-Dec-2021,1,18,32,15,27,22,24,6,33,23,11,9,16,9
DUKE v SC ST 14-Dec-2021,2,21,57,4,20,8,11,21,21,6,12,3,17,17
SC ST v UMES 21-Jan-2023,1,20,38,7,20,9,15,11,18,13,5,4,21,18
SC ST v UMES 21-Jan-2023,2,25,39,4,12,14,22,8,23,10,15,2,22,17
S CAR v SC ST 08-Nov-2022,1,19,39,7,20,21,32,14,26,12,3,5,11,17
S CAR v SC ST 08-Nov-2022,2,17,38,11,26,10,16,10,23,17,5,6,10,24
UMES v SC ST 18-Feb-2023,2,13,31,11,26,3,8,10,18,11,4,1,22,17
UMES v SC ST 18-Feb-2023,1,20,31,8,22,14,18,7,20,18,12,3,17,11
CHARSO v SC UPS 31-Dec-2022,1,18,37,9,24,27,31,17,20,11,8,2,10,16
