FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
ARK v LSU 24-Jan-2023,19:00,RegularSeason,0,19200,2023,SEC,SEC
DUKE v ARK 26-Mar-2022,19:54,MarchMadness,1,17739,2022,ACC,SEC
S CAR v ARK 04-Feb-2023,15:30,RegularSeason,0,11558,2023,SEC,SEC
ARK v S CAR 18-Jan-2022,19:00,RegularSeason,0,19200,2022,SEC,SEC
ARK v FORDHM 11-Nov-2022,20:00,RegularSeason,0,19200,2023,SEC,A-10
UGA v ARK 02-Feb-2022,19:00,RegularSeason,0,6448,2022,SEC,SEC
ARK v CINCY 23-Nov-2021,21:30,RegularSeason,1,0,2022,SEC,AAC
ARK v UGA 21-Feb-2023,21:00,RegularSeason,0,19200,2023,SEC,SEC
LSU v ARK 15-Jan-2022,14:00,RegularSeason,0,12734,2022,SEC,SEC
SDSU v ARK 23-Nov-2022,22:00,RegularSeason,1,2400,2023,MWC,SEC
ARK v TX A&M 22-Jan-2022,20:30,RegularSeason,0,19200,2022,SEC,SEC
ARK v MERCER 09-Nov-2021,20:00,RegularSeason,0,19200,2022,SEC,Southern
ARK v TENN 19-Feb-2022,16:00,RegularSeason,0,19200,2022,SEC,SEC
ARK v BRAD 17-Dec-2022,16:00,RegularSeason,1,16675,2023,SEC,MVC
ARK v OKLA 10-Dec-2022,13:00,RegularSeason,1,14201,2023,SEC,Big 12
ARK v PENN 28-Nov-2021,16:00,RegularSeason,0,19200,2022,SEC,Ivy
ARK v MISSST 05-Feb-2022,20:30,RegularSeason,0,19200,2022,SEC,SEC
JACKST v ARK PB 03-Mar-2022,20:30,RegularSeason,0,2190,2022,SWAC,SWAC
ALCORN v ARK PB 05-Mar-2022,18:00,RegularSeason,0,385,2022,SWAC,SWAC
PACIF v ARK PB 26-Nov-2021,22:00,RegularSeason,0,1016,2022,WCC,SWAC
PORT v ARK PB 18-Nov-2021,23:00,RegularSeason,0,1018,2022,WCC,SWAC
CO ST v ARK PB 12-Nov-2021,22:00,RegularSeason,0,4776,2022,MWC,SWAC
BECOOK v ARK PB 16-Jan-2023,19:30,RegularSeason,0,613,2023,SWAC,SWAC
IOWAST v ARK PB 01-Dec-2021,20:00,RegularSeason,0,12305,2022,Big 12,SWAC
ALA ST v ARK PB 12-Feb-2022,17:30,RegularSeason,0,980,2022,SWAC,SWAC
TEXAS v ARK PB 14-Dec-2021,21:00,RegularSeason,0,10513,2022,Big 12,SWAC
WYO v ARK PB 14-Nov-2021,16:00,RegularSeason,0,3023,2022,MWC,SWAC
KENT v ARK PB 16-Nov-2022,12:00,RegularSeason,0,381,2023,MAC,SWAC
JACKST v ARK PB 06-Feb-2023,20:30,RegularSeason,0,1134,2023,SWAC,SWAC
TEXAS v ARK PB 10-Dec-2022,13:00,RegularSeason,0,10673,2023,Big 12,SWAC
ARK PB v AL A&M 03-Jan-2022,20:30,RegularSeason,0,842,2022,SWAC,SWAC
ARK PB v PV A&M 19-Feb-2022,18:30,RegularSeason,0,1628,2022,SWAC,SWAC
ARK PB v ALA ST 11-Feb-2023,16:00,RegularSeason,0,2631,2023,SWAC,SWAC
ARK PB v GRAMB 23-Jan-2023,20:30,RegularSeason,0,17246,2023,SWAC,SWAC
OKLA v ARK PB 11-Nov-2022,20:00,RegularSeason,0,4908,2023,Big 12,SWAC
TCU v ARK PB 07-Nov-2022,20:00,RegularSeason,0,5483,2023,Big 12,SWAC
GRAMB v ARK PB 24-Jan-2022,20:30,RegularSeason,0,2137,2022,SWAC,SWAC
UCSB v ARK PB 24-Nov-2021,22:00,RegularSeason,0,702,2022,Big West,SWAC
LSU v ARK ST 12-Nov-2022,18:00,RegularSeason,0,9011,2023,SEC,Sun Belt
ARK ST v ULL 05-Feb-2022,17:00,RegularSeason,0,2542,2022,Sun Belt,Sun Belt
APP ST v ARK ST 28-Jan-2023,16:30,RegularSeason,0,3487,2023,Sun Belt,Sun Belt
ARK ST v TROY 16-Feb-2023,20:30,RegularSeason,0,1026,2023,Sun Belt,Sun Belt
ARK ST v TX ST 22-Jan-2022,15:00,RegularSeason,0,1716,2022,Sun Belt,Sun Belt
C ARK v ARK ST 06-Dec-2022,20:00,RegularSeason,0,2385,2023,A-Sun,Sun Belt
ODU v ARK ST 29-Dec-2022,19:00,RegularSeason,0,4464,2023,Sun Belt,Sun Belt
ARK ST v C ARK 04-Dec-2021,17:00,RegularSeason,0,951,2022,Sun Belt,A-Sun
TX ST v ARK ST 09-Feb-2023,20:00,RegularSeason,0,2638,2023,Sun Belt,Sun Belt
ARK ST v TX ST 12-Jan-2023,20:00,RegularSeason,0,1257,2023,Sun Belt,Sun Belt
S ALA v ARK ST 05-Jan-2023,20:00,RegularSeason,0,1451,2023,Sun Belt,Sun Belt
SEMO v ARK ST 19-Nov-2021,19:30,RegularSeason,0,1145,2022,OVC,Sun Belt
ARK ST v MS VAL 01-Dec-2022,20:00,RegularSeason,0,2274,2023,Sun Belt,SWAC
GA ST v ARK ST 05-Mar-2022,18:00,ConferenceChampionship,1,2452,2022,Sun Belt,Sun Belt
ARK PB v ARK ST 08-Dec-2021,20:00,RegularSeason,0,3148,2022,SWAC,Sun Belt
UC DAV v ARK ST 18-Nov-2022,21:00,RegularSeason,0,1125,2023,Big West,Sun Belt
ARK ST v SEMO 14-Dec-2022,20:00,RegularSeason,0,1541,2023,Sun Belt,OVC
ARK ST v UMKC 28-Nov-2021,16:00,RegularSeason,0,801,2022,Sun Belt,Summit
ARK ST v MARSH 21-Jan-2023,15:00,RegularSeason,0,1084,2023,Sun Belt,Sun Belt
ARK ST v PV A&M 25-Nov-2022,20:00,RegularSeason,0,2495,2023,Sun Belt,SWAC
TX ST v ARK ST 17-Feb-2022,20:00,RegularSeason,0,5388,2022,Sun Belt,Sun Belt
S CAR v ARMY 22-Dec-2021,15:00,RegularSeason,0,9181,2022,SEC,Patriot
ARMY v LEHIGH 30-Dec-2022,18:00,RegularSeason,0,1231,2023,Patriot,Patriot
LASALL v ARMY 20-Nov-2021,16:00,RegularSeason,0,1712,2022,A-10,Patriot
NJIT v ARMY 10-Dec-2021,19:00,RegularSeason,0,478,2022,AEC,Patriot
ARMY v WAGNER 03-Dec-2022,13:00,RegularSeason,0,635,2023,Patriot,NEC
BUCKNL v ARMY 04-Jan-2022,19:00,RegularSeason,0,807,2022,Patriot,Patriot
COLGAT v ARMY 10-Jan-2022,18:00,RegularSeason,0,303,2022,Patriot,Patriot
ARMY v BU 22-Feb-2023,18:00,RegularSeason,0,869,2023,Patriot,Patriot
ARMY v LAFAYE 18-Feb-2023,18:00,RegularSeason,0,1071,2023,Patriot,Patriot
AMER v ARMY 19-Feb-2022,14:00,RegularSeason,0,1047,2022,Patriot,Patriot
LAFAYE v ARMY 16-Jan-2022,14:00,RegularSeason,0,1357,2022,Patriot,Patriot
ARMY v STONEH 12-Nov-2022,13:00,RegularSeason,0,677,2023,Patriot,NEC
ARMY v COLGAT 09-Jan-2023,19:00,RegularSeason,0,573,2023,Patriot,Patriot
MANHAT v ARMY 26-Nov-2022,23:00,RegularSeason,1,0,2023,MAAC,Patriot
ARMY v NJIT 07-Dec-2022,19:00,RegularSeason,0,510,2023,Patriot,AEC
C CONN v ARMY 20-Dec-2022,19:00,RegularSeason,0,584,2023,NEC,Patriot
ARMY v NAVY 21-Jan-2023,13:46,RegularSeason,0,5025,2023,Patriot,Patriot
ARMY v NAVY 12-Feb-2022,13:30,RegularSeason,0,4453,2022,Patriot,Patriot
ARMY v LEHIGH 07-Jan-2022,17:00,RegularSeason,0,580,2022,Patriot,Patriot
HOLYCR v ARMY 26-Feb-2022,14:00,RegularSeason,0,1684,2022,Patriot,Patriot
DUKE v ARMY 12-Nov-2021,19:00,RegularSeason,0,9314,2022,ACC,Patriot
AUBURN v TX A&M 11-Mar-2022,12:00,ConferenceChampionship,1,0,2022,SEC,SEC
AUBURN v OKLA 29-Jan-2022,14:00,RegularSeason,0,9121,2022,SEC,Big 12
AUBURN v MISSST 14-Jan-2023,20:30,RegularSeason,0,9121,2023,SEC,SEC
UGA v AUBURN 04-Jan-2023,18:30,RegularSeason,0,10232,2023,SEC,SEC
AUBURN v MISS 23-Feb-2022,20:30,RegularSeason,0,9121,2022,SEC,SEC
AUBURN v ST LOU 27-Nov-2022,15:00,RegularSeason,0,9121,2023,SEC,A-10
AUBURN v TX A&M 25-Jan-2023,21:00,RegularSeason,0,9121,2023,SEC,SEC
AUBURN v MIZZOU 14-Feb-2023,19:00,RegularSeason,0,9121,2023,SEC,SEC
AUBURN v VANDY 16-Feb-2022,21:00,RegularSeason,0,9121,2022,SEC,SEC
AUBURN v UGA 19-Jan-2022,21:00,RegularSeason,0,9121,2022,SEC,SEC
AUBURN v FLA 08-Jan-2022,20:00,RegularSeason,0,9121,2022,SEC,SEC
AUBURN v UCONN 24-Nov-2021,14:30,RegularSeason,1,1174,2022,SEC,Big East
AUBURN v MIAMI 20-Mar-2022,19:08,MarchMadness,1,14316,2022,SEC,ACC
AUBURN v UGA 01-Feb-2023,19:00,RegularSeason,0,9121,2023,SEC,SEC
AUBURN v MOREST 09-Nov-2021,20:00,RegularSeason,0,9121,2022,SEC,OVC
MISS v AUBURN 15-Jan-2022,20:30,RegularSeason,0,8657,2022,SEC,SEC
ALA v AUBURN 11-Jan-2022,21:00,RegularSeason,0,13474,2022,SEC,SEC
MIZZOU v AUBURN 25-Jan-2022,20:30,RegularSeason,0,10004,2022,SEC,SEC
AUBURN v N ALA 14-Dec-2021,21:00,RegularSeason,0,9121,2022,SEC,A-Sun
AUBURN v USF 11-Nov-2022,20:00,RegularSeason,0,9121,2023,SEC,AAC
S CAR v AUBURN 21-Jan-2023,15:30,RegularSeason,0,13048,2023,SEC,SEC
ST LOU v AUBURN 18-Dec-2021,21:00,RegularSeason,0,8012,2022,A-10,SEC
WASH v AUBURN 21-Dec-2022,21:00,RegularSeason,0,8502,2023,Pac-12,SEC
AUBURN v TX A&M 12-Feb-2022,12:00,RegularSeason,0,9121,2022,SEC,SEC
AUBURN v MISS 22-Feb-2023,21:00,RegularSeason,0,9121,2023,SEC,SEC
AZ ST v VCU 16-Nov-2022,20:30,RegularSeason,1,5778,2023,Pac-12,A-10
WASH v AZ ST 10-Feb-2022,23:00,RegularSeason,0,5154,2022,Pac-12,Pac-12
WASHST v AZ ST 12-Feb-2022,22:00,RegularSeason,0,3394,2022,Pac-12,Pac-12
ORE ST v AZ ST 14-Jan-2023,16:00,RegularSeason,0,3789,2023,Pac-12,Pac-12
AZ ST v TARLET 07-Nov-2022,19:00,RegularSeason,0,6304,2023,Pac-12,WAC
AZ ST v GRAMB 22-Nov-2022,21:00,RegularSeason,0,6263,2023,Pac-12,SWAC
AZ ST v ARIZ 31-Dec-2022,14:00,RegularSeason,0,12582,2023,Pac-12,Pac-12
AZ ST v COLO 16-Feb-2023,20:00,RegularSeason,0,7501,2023,Pac-12,Pac-12
UCLA v AZ ST 21-Feb-2022,21:00,RegularSeason,0,8037,2022,Pac-12,Pac-12
AZ ST v OREGN 17-Feb-2022,21:00,RegularSeason,0,8296,2022,Pac-12,Pac-12
AZ ST v MICH 17-Nov-2022,21:30,RegularSeason,1,5677,2023,Pac-12,Big Ten
AZ ST v OREGN 04-Feb-2023,22:00,RegularSeason,0,9815,2023,Pac-12,Pac-12
AZ ST v ORE ST 02-Feb-2023,20:00,RegularSeason,0,8032,2023,Pac-12,Pac-12
SDSU v AZ ST 18-Nov-2021,22:30,RegularSeason,0,12414,2022,MWC,Pac-12
AZ ST v ALCORN 27-Nov-2022,17:00,RegularSeason,0,5263,2023,Pac-12,SWAC
AZ ST v UTAH 18-Feb-2023,18:00,RegularSeason,0,8046,2023,Pac-12,Pac-12
S FRAN v AZ ST 21-Dec-2022,22:00,RegularSeason,0,2756,2023,WCC,Pac-12
AZ ST v UCLA 05-Feb-2022,22:00,RegularSeason,0,9135,2022,Pac-12,Pac-12
USC v AZ ST 24-Jan-2022,23:00,RegularSeason,0,2438,2022,Pac-12,Pac-12
UTAH v AZ ST 26-Feb-2022,22:00,RegularSeason,0,8940,2022,Pac-12,Pac-12
AZ ST v STAN 04-Dec-2022,19:00,RegularSeason,0,7243,2023,Pac-12,Pac-12
OREGN v AZ ST 05-Dec-2021,19:00,RegularSeason,0,6130,2022,Pac-12,Pac-12
CREIGH v AZ ST 12-Dec-2022,21:00,RegularSeason,1,0,2023,Big East,Pac-12
BALLST v GA SOU 21-Dec-2022,19:00,RegularSeason,0,3288,2023,MAC,Sun Belt
BUFF v BALLST 12-Feb-2022,14:00,RegularSeason,0,3014,2022,MAC,MAC
BALLST v IND ST 27-Nov-2021,13:00,RegularSeason,0,3017,2022,MAC,MVC
BALLST v C MICH 08-Feb-2022,19:00,RegularSeason,0,2628,2022,MAC,MAC
W ILL v BALLST 01-Dec-2021,19:00,RegularSeason,0,998,2022,Summit,MAC
BALLST v W MICH 17-Jan-2023,19:00,RegularSeason,0,3799,2023,MAC,MAC
E ILL v BALLST 07-Dec-2022,20:00,RegularSeason,0,1636,2023,OVC,MAC
C MICH v BALLST 07-Feb-2023,19:00,RegularSeason,0,1430,2023,MAC,MAC
TOLEDO v BALLST 18-Jan-2022,19:00,RegularSeason,0,3635,2022,MAC,MAC
TOLEDO v BALLST 03-Jan-2023,19:00,RegularSeason,0,4055,2023,MAC,MAC
XAVIER v BALLST 08-Dec-2021,18:30,RegularSeason,0,9865,2022,Big East,MAC
BALLST v WEB ST 19-Nov-2021,17:30,RegularSeason,1,375,2022,MAC,Big Sky
OHIO v BALLST 01-Feb-2022,19:00,RegularSeason,0,4721,2022,MAC,MAC
FIU v BALLST 18-Nov-2021,20:00,RegularSeason,1,205,2022,CUSA,MAC
OHIO v BALLST 10-Mar-2022,18:30,ConferenceChampionship,1,0,2022,MAC,MAC
BALLST v OMAHA 13-Nov-2021,12:00,RegularSeason,0,2752,2022,MAC,Summit
OHIO v BALLST 10-Jan-2023,19:00,RegularSeason,0,4010,2023,MAC,MAC
BALLST v ILL ST 17-Dec-2022,15:30,RegularSeason,1,0,2023,MAC,MVC
BALLST v EVANS 10-Dec-2022,14:00,RegularSeason,0,3547,2023,MAC,MVC
BALLST v BGSU 01-Jan-2022,18:00,RegularSeason,0,2160,2022,MAC,MAC
BALLST v KENT 04-Jan-2022,19:00,RegularSeason,0,0,2022,MAC,MAC
W MICH v BALLST 04-Mar-2022,18:00,RegularSeason,0,1570,2022,MAC,MAC
ALA v BAYLOR 29-Jan-2022,16:00,RegularSeason,0,14474,2022,SEC,Big 12
OKLA v BAYLOR 21-Jan-2023,16:00,RegularSeason,0,8808,2023,Big 12,Big 12
TCU v BAYLOR 11-Feb-2023,16:00,RegularSeason,0,7055,2023,Big 12,Big 12
BAYLOR v C ARK 17-Nov-2021,20:00,RegularSeason,0,6667,2022,Big 12,A-Sun
BAYLOR v MCNEES 23-Nov-2022,16:00,RegularSeason,0,8181,2023,Big 12,Southland
WVU v BAYLOR 18-Jan-2022,17:00,RegularSeason,0,12692,2022,Big 12,Big 12
BAYLOR v OKLA 08-Feb-2023,21:00,RegularSeason,0,9861,2023,Big 12,Big 12
BAYLOR v TARLET 06-Dec-2022,20:00,RegularSeason,0,8527,2023,Big 12,WAC
BAYLOR v OKLA 04-Jan-2022,19:00,RegularSeason,0,7523,2022,Big 12,Big 12
OREGN v BAYLOR 18-Dec-2021,22:00,RegularSeason,0,7682,2022,Pac-12,Big 12
MARQ v BAYLOR 29-Nov-2022,20:30,RegularSeason,0,14022,2023,Big East,Big 12
BAYLOR v IOWAST 05-Mar-2022,18:00,RegularSeason,0,9385,2022,Big 12,Big 12
BAYLOR v WASHST 18-Dec-2022,22:00,RegularSeason,1,4200,2023,Big 12,Pac-12
BAYLOR v OKLAST 15-Jan-2022,17:00,RegularSeason,0,8861,2022,Big 12,Big 12
TXTECH v BAYLOR 16-Feb-2022,21:00,RegularSeason,0,14923,2022,Big 12,Big 12
TXTECH v BAYLOR 17-Jan-2023,21:00,RegularSeason,0,14152,2023,Big 12,Big 12
KAN ST v BAYLOR 21-Feb-2023,19:00,RegularSeason,0,11000,2023,Big 12,Big 12
OKLA v BAYLOR 22-Jan-2022,15:00,RegularSeason,0,11339,2022,Big 12,Big 12
BAYLOR v NW ST 28-Dec-2021,20:00,RegularSeason,0,6516,2022,Big 12,Southland
BAYLOR v TXTECH 11-Jan-2022,19:00,RegularSeason,0,8569,2022,Big 12,Big 12
TEXAS v BAYLOR 28-Feb-2022,21:00,RegularSeason,0,16450,2022,Big 12,Big 12
BAYLOR v KANSAS 23-Jan-2023,21:00,RegularSeason,0,10219,2023,Big 12,Big 12
BAYLOR v ARK PB 04-Dec-2021,17:00,RegularSeason,0,6207,2022,Big 12,SWAC
BAYLOR v NW ST 20-Dec-2022,20:00,RegularSeason,0,8200,2023,Big 12,Southland
N DAME v BC 21-Jan-2023,14:00,RegularSeason,0,6068,2023,ACC,ACC
WAKE v BC 09-Mar-2022,14:30,ConferenceChampionship,1,0,2022,ACC,ACC
BC v CLEM 26-Feb-2022,15:00,RegularSeason,0,6316,2022,ACC,ACC
BC v LOUIS 25-Jan-2023,21:00,RegularSeason,0,5688,2023,ACC,ACC
BC v DUKE 07-Jan-2023,13:00,RegularSeason,0,7000,2023,ACC,ACC
BC v GATECH 12-Jan-2022,21:00,RegularSeason,0,3591,2022,ACC,ACC
NEB v BC 30-Nov-2022,21:20,RegularSeason,0,13080,2023,Big Ten,ACC
BC v MAINE 14-Nov-2022,18:00,RegularSeason,0,3811,2023,ACC,AEC
UNC v BC 17-Jan-2023,19:00,RegularSeason,0,19121,2023,ACC,ACC
N DAME v BC 16-Feb-2022,19:00,RegularSeason,0,7700,2022,ACC,ACC
BC v FSU 21-Feb-2022,19:00,RegularSeason,0,5441,2022,ACC,ACC
WAKE v BC 24-Jan-2022,18:00,RegularSeason,0,4928,2022,ACC,ACC
BC v NC ST 11-Feb-2023,12:00,RegularSeason,0,6764,2023,ACC,ACC
BC v UVA 22-Feb-2023,19:00,RegularSeason,0,8194,2023,ACC,ACC
PITT v BC 08-Jan-2022,16:00,RegularSeason,0,7876,2022,ACC,ACC
BC v CLEM 31-Jan-2023,19:00,RegularSeason,0,5298,2023,ACC,ACC
BC v STONEH 13-Dec-2022,19:00,RegularSeason,0,3749,2023,ACC,NEC
MIAMI v BC 11-Jan-2023,19:00,RegularSeason,0,4353,2023,ACC,ACC
BC v FAIR 14-Nov-2021,16:00,RegularSeason,0,3903,2022,ACC,MAAC
BC v CORN 07-Nov-2022,20:00,RegularSeason,0,4239,2023,ACC,Ivy
BC v TARLET 20-Nov-2022,20:00,RegularSeason,1,1224,2023,ACC,WAC
FSU v BC 18-Feb-2023,12:00,RegularSeason,0,6025,2023,ACC,ACC
UVA v BC 28-Jan-2023,12:00,RegularSeason,0,14629,2023,ACC,ACC
LOUIS v BC 19-Jan-2022,20:17,RegularSeason,0,12123,2022,ACC,ACC
BC v VT 22-Jan-2022,12:00,RegularSeason,0,4714,2022,ACC,ACC
BECOOK v PV A&M 05-Feb-2022,16:00,RegularSeason,0,378,2022,SWAC,SWAC
ALCORN v BECOOK 23-Jan-2023,20:30,RegularSeason,0,3100,2023,SWAC,SWAC
BECOOK v NO FLA 22-Dec-2022,14:00,RegularSeason,0,105,2023,SWAC,A-Sun
BECOOK v NW ST 27-Nov-2022,14:00,RegularSeason,1,215,2023,SWAC,Southland
CHARSO v BECOOK 21-Nov-2022,19:00,RegularSeason,0,126,2023,Big South,SWAC
BECOOK v MS VAL 14-Jan-2023,16:00,RegularSeason,0,724,2023,SWAC,SWAC
JACKST v BECOOK 14-Feb-2022,20:30,RegularSeason,0,1318,2022,SWAC,SWAC
BECOOK v SOUTHR 10-Jan-2022,19:30,RegularSeason,0,318,2022,SWAC,SWAC
ARK PB v BECOOK 17-Jan-2022,20:30,RegularSeason,0,941,2022,SWAC,SWAC
BECOOK v JACKST 22-Jan-2022,16:00,RegularSeason,0,351,2022,SWAC,SWAC
ID ST v BECOOK 26-Nov-2022,16:00,RegularSeason,1,97,2023,Big Sky,SWAC
JACKST v BECOOK 21-Jan-2023,16:00,RegularSeason,0,1790,2023,SWAC,SWAC
MARIST v BECOOK 22-Dec-2021,19:00,RegularSeason,0,793,2022,MAAC,SWAC
BECOOK v JACKST 13-Feb-2023,19:50,RegularSeason,0,961,2023,SWAC,SWAC
SETON v BECOOK 28-Nov-2021,12:00,RegularSeason,0,8913,2022,Big East,SWAC
NO FLA v BECOOK 10-Dec-2022,14:00,RegularSeason,0,1409,2023,A-Sun,SWAC
BECOOK v AIRFOR 21-Nov-2021,14:30,RegularSeason,1,0,2022,SWAC,MWC
AL A&M v BECOOK 18-Feb-2023,18:00,RegularSeason,0,2500,2023,SWAC,SWAC
BECOOK v AL A&M 19-Feb-2022,16:00,RegularSeason,0,671,2022,SWAC,SWAC
PV A&M v BECOOK 04-Feb-2023,18:30,RegularSeason,0,0,2023,SWAC,SWAC
BELLAR v LMU 21-Dec-2021,19:00,RegularSeason,0,1519,2022,A-Sun,WCC
DUKE v BELLAR 21-Nov-2022,20:30,RegularSeason,0,9314,2023,ACC,A-Sun
LMU v BELLAR 25-Nov-2022,15:00,RegularSeason,0,634,2023,WCC,A-Sun
BELLAR v N ALA 16-Feb-2023,19:30,RegularSeason,0,1548,2023,A-Sun,A-Sun
E KY v BELLAR 28-Jan-2023,19:00,RegularSeason,0,4025,2023,A-Sun,A-Sun
N ALA v BELLAR 02-Jan-2023,19:00,RegularSeason,0,612,2023,A-Sun,A-Sun
SO DAK v BELLAR 15-Dec-2021,20:00,RegularSeason,0,753,2022,Summit,A-Sun
QUENNC v BELLAR 11-Feb-2023,13:00,RegularSeason,0,607,2023,A-Sun,A-Sun
GONZ v BELLAR 19-Nov-2021,21:00,RegularSeason,0,6000,2022,WCC,A-Sun
BELLAR v MURRAY 10-Dec-2022,16:00,RegularSeason,0,2853,2023,A-Sun,MVC
LIPSCO v BELLAR 15-Jan-2022,17:00,RegularSeason,0,3026,2022,A-Sun,A-Sun
PURDUE v BELLAR 09-Nov-2021,19:00,RegularSeason,0,14804,2022,Big Ten,A-Sun
FGCU v BELLAR 29-Jan-2022,19:00,RegularSeason,0,2536,2022,A-Sun,A-Sun
MURRAY v BELLAR 13-Nov-2021,20:00,RegularSeason,0,3613,2022,OVC,A-Sun
BELLAR v JVILLE 08-Mar-2022,17:00,ConferenceChampionship,0,6251,2022,A-Sun,A-Sun
LOUIS v BELLAR 09-Nov-2022,21:00,RegularSeason,0,0,2023,ACC,A-Sun
BELLAR v LIPSCO 23-Feb-2022,19:00,RegularSeason,0,1376,2022,A-Sun,A-Sun
BELLAR v JAX ST 04-Feb-2023,16:00,RegularSeason,0,2738,2023,A-Sun,A-Sun
BELLAR v KENSAW 02-Feb-2023,19:30,RegularSeason,0,1649,2023,A-Sun,A-Sun
LIBRTY v BELLAR 05-Mar-2022,18:00,ConferenceChampionship,0,3515,2022,A-Sun,A-Sun
BELLAR v JAX ST 20-Feb-2022,19:00,RegularSeason,0,2375,2022,A-Sun,A-Sun
C ARK v BELLAR 16-Feb-2022,20:00,RegularSeason,0,1918,2022,A-Sun,A-Sun
BELLAR v STETSN 12-Jan-2023,18:30,RegularSeason,0,1942,2023,A-Sun,A-Sun
BELMNT v LIPSCO 02-Dec-2021,20:30,RegularSeason,0,3856,2022,OVC,A-Sun
SIU v BELMNT 01-Jan-2023,17:00,RegularSeason,0,7119,2023,MVC,MVC
BELMNT v CHAT 15-Dec-2021,18:00,RegularSeason,0,2075,2022,OVC,Southern
BELMNT v VALPO 01-Dec-2022,20:00,RegularSeason,0,2056,2023,MVC,MVC
SAMFRD v BELMNT 05-Dec-2021,15:00,RegularSeason,0,0,2022,Southern,OVC
A PEAY v BELMNT 27-Jan-2022,20:30,RegularSeason,0,1514,2022,OVC,OVC
VALPO v BELMNT 10-Jan-2023,19:00,RegularSeason,0,1543,2023,MVC,MVC
BRAD v BELMNT 21-Jan-2023,16:00,RegularSeason,0,5854,2023,MVC,MVC
BELMNT v MURRAY 15-Jan-2022,17:00,RegularSeason,0,2432,2022,OVC,OVC
BELMNT v TNTECH 13-Jan-2022,20:30,RegularSeason,0,1188,2022,OVC,OVC
BELMNT v SEMO 06-Jan-2022,20:30,RegularSeason,0,278,2022,OVC,OVC
MO ST v BELMNT 08-Feb-2023,19:00,RegularSeason,0,4102,2023,MVC,MVC
BELMNT v IONA 26-Nov-2021,18:30,RegularSeason,1,3020,2022,OVC,MAAC
LSU v BELMNT 22-Nov-2021,20:00,RegularSeason,0,9923,2022,SEC,OVC
BELMNT v SIUE 19-Feb-2022,17:00,RegularSeason,0,2027,2022,OVC,OVC
DRAKE v BELMNT 25-Nov-2021,19:30,RegularSeason,1,3008,2022,MVC,OVC
EVANS v BELMNT 25-Jan-2023,20:00,RegularSeason,0,4227,2023,MVC,MVC
CHAT v BELMNT 18-Dec-2022,14:00,RegularSeason,0,3466,2023,Southern,MVC
BELMNT v TENNST 26-Feb-2022,18:25,RegularSeason,0,3578,2022,OVC,OVC
TENNST v BELMNT 03-Feb-2022,21:00,RegularSeason,0,2001,2022,OVC,OVC
BELMNT v MIDTEN 10-Dec-2022,17:00,RegularSeason,0,2087,2023,MVC,CUSA
BELMNT v MO ST 07-Jan-2023,17:00,RegularSeason,0,0,2023,MVC,MVC
OHIO v BELMNT 09-Nov-2021,19:00,RegularSeason,0,6123,2022,MAC,OVC
BELMNT v SAMFRD 21-Dec-2022,19:30,RegularSeason,0,2084,2023,MVC,Southern
C MICH v BGSU 24-Jan-2023,19:00,RegularSeason,0,1383,2023,MAC,MAC
BGSU v S IND 26-Nov-2022,16:00,RegularSeason,0,1199,2023,MAC,OVC
C MICH v BGSU 01-Feb-2022,19:00,RegularSeason,0,1274,2022,MAC,MAC
N DAME v BGSU 22-Nov-2022,18:30,RegularSeason,0,4863,2023,ACC,MAC
BGSU v S UTAH 24-Nov-2021,13:30,RegularSeason,1,388,2022,MAC,Big Sky
HAMPTN v BGSU 11-Dec-2022,16:00,RegularSeason,0,2103,2023,CAA,MAC
BGSU v QUENNC 29-Nov-2022,19:00,RegularSeason,0,1321,2023,MAC,A-Sun
W MICH v BGSU 22-Jan-2022,14:00,RegularSeason,0,1462,2022,MAC,MAC
BGSU v OHIO 01-Mar-2022,19:00,RegularSeason,0,2068,2022,MAC,MAC
E MICH v BGSU 03-Jan-2023,19:00,RegularSeason,0,2305,2023,MAC,MAC
OHIO v BGSU 11-Jan-2022,19:00,RegularSeason,0,6811,2022,MAC,MAC
BGSU v ROBMOR 19-Dec-2021,14:00,RegularSeason,0,1964,2022,MAC,Horizon
BGSU v UT MAR 17-Dec-2022,14:00,RegularSeason,0,1439,2023,MAC,OVC
BUFF v BGSU 05-Jan-2022,19:00,RegularSeason,0,1301,2022,MAC,MAC
BGSU v MIA OH 08-Jan-2022,17:00,RegularSeason,0,2179,2022,MAC,MAC
BALLST v BGSU 11-Feb-2023,14:00,RegularSeason,0,4808,2023,MAC,MAC
WRIGHT v BGSU 15-Nov-2022,19:00,RegularSeason,0,3540,2023,Horizon,MAC
TOLEDO v BGSU 04-Mar-2022,18:30,RegularSeason,0,6712,2022,MAC,MAC
BGSU v NIU 04-Feb-2023,17:00,RegularSeason,0,1884,2023,MAC,MAC
OAK v BGSU 11-Nov-2022,19:00,RegularSeason,0,2459,2023,Horizon,MAC
BGSU v CHI ST 28-Nov-2021,14:00,RegularSeason,0,1314,2022,MAC,WAC
BGSU v NORFLK 19-Nov-2021,17:30,RegularSeason,0,1325,2022,MAC,MEAC
BINGHA v LOY MD 30-Nov-2022,18:00,RegularSeason,0,1252,2023,AEC,Patriot
