FixtureKey,TipOff,GameType,IsNeutralSite,Attendance,Season,Team1Conference,Team2Conference
SIU v UIC 08-Feb-2023,20:00,RegularSeason,0,4864,2023,MVC,MVC
ROBMOR v UIC 19-Feb-2022,19:00,RegularSeason,0,1601,2022,Horizon,Horizon
MILWKE v UIC 13-Jan-2022,20:00,RegularSeason,0,1790,2022,Horizon,Horizon
DAYTON v UIC 09-Nov-2021,19:00,RegularSeason,0,13407,2022,A-10,Horizon
UIC v DRAKE 10-Jan-2023,20:00,RegularSeason,0,1778,2023,MVC,MVC
BELMNT v UIC 11-Feb-2023,14:00,RegularSeason,0,2341,2023,MVC,MVC
UK v UCLA 17-Dec-2022,18:10,RegularSeason,1,20261,2023,SEC,Pac-12
UK v LOUIS 31-Dec-2022,12:00,RegularSeason,0,20934,2023,SEC,ACC
ALA v UK 07-Jan-2023,13:00,RegularSeason,0,13474,2023,SEC,SEC
AUBURN v UK 22-Jan-2022,13:00,RegularSeason,0,9121,2022,SEC,SEC
UK v ALA 19-Feb-2022,13:00,RegularSeason,0,20374,2022,SEC,SEC
UK v YALE 10-Dec-2022,13:00,RegularSeason,0,20264,2023,SEC,Ivy
UK v C MICH 29-Nov-2021,19:00,RegularSeason,0,18080,2022,SEC,MAC
UK v VANDY 02-Feb-2022,19:00,RegularSeason,0,19418,2022,SEC,SEC
UK v MTSTMY 16-Nov-2021,19:00,RegularSeason,0,18227,2022,SEC,NEC
VANDY v UK 24-Jan-2023,21:00,RegularSeason,0,10238,2023,SEC,SEC
MISSST v UK 15-Feb-2023,20:30,RegularSeason,0,9297,2023,SEC,SEC
UK v VANDY 11-Mar-2022,20:22,ConferenceChampionship,1,17132,2022,SEC,SEC
UK v NO FLA 26-Nov-2021,19:00,RegularSeason,0,19350,2022,SEC,A-Sun
UK v HIGHPT 31-Dec-2021,12:00,RegularSeason,0,19735,2022,SEC,Big South
ULL v UNO 03-Dec-2021,20:00,RegularSeason,0,2826,2022,Sun Belt,Southland
S MISS v ULL 09-Feb-2023,20:30,RegularSeason,0,8097,2023,Sun Belt,Sun Belt
ULL v MARSH 04-Feb-2023,20:00,RegularSeason,0,5351,2023,Sun Belt,Sun Belt
MCNEES v ULL 15-Dec-2022,20:00,RegularSeason,0,2101,2023,Southland,Sun Belt
CO CAR v ULL 01-Jan-2022,14:00,RegularSeason,0,778,2022,Sun Belt,Sun Belt
ULL v SAMFRD 10-Dec-2022,20:00,RegularSeason,0,2643,2023,Sun Belt,Southern
HOU v ULL 14-Dec-2021,20:00,RegularSeason,0,6955,2022,AAC,Sun Belt
JMU v ULL 18-Feb-2023,19:00,RegularSeason,0,5668,2023,Sun Belt,Sun Belt
UALR v ULL 03-Feb-2022,18:30,RegularSeason,0,1833,2022,Sun Belt,Sun Belt
IND v ULL 21-Nov-2021,19:30,RegularSeason,0,11407,2022,Big Ten,Sun Belt
ULL v S MISS 05-Jan-2023,20:00,RegularSeason,0,3007,2023,Sun Belt,Sun Belt
ULL v LATECH 17-Nov-2022,20:00,RegularSeason,0,3181,2023,Sun Belt,CUSA
LA MON v ULL 17-Feb-2022,19:30,RegularSeason,0,2287,2022,Sun Belt,Sun Belt
CO CAR v ULL 29-Dec-2022,19:00,RegularSeason,0,1372,2023,Sun Belt,Sun Belt
GA ST v ULL 25-Feb-2022,19:00,RegularSeason,0,1445,2022,Sun Belt,Sun Belt
UMASS v LOYCHI 14-Feb-2023,19:00,RegularSeason,0,2670,2023,A-10,A-10
UMASS v UMASSL 24-Nov-2021,19:00,RegularSeason,0,1492,2022,A-10,AEC
HARV v UMASS 02-Dec-2022,19:00,RegularSeason,0,1636,2023,Ivy,A-10
G WASH v UMASS 10-Mar-2022,18:00,ConferenceChampionship,1,0,2022,A-10,A-10
UMASS v DUQSNE 28-Jan-2023,16:00,RegularSeason,0,3810,2023,A-10,A-10
RICH v UMASS 05-Jan-2022,19:00,RegularSeason,0,5004,2022,A-10,A-10
URI v UMASS 18-Feb-2023,14:00,RegularSeason,0,5785,2023,A-10,A-10
UMASS v RUTGER 27-Nov-2021,14:00,RegularSeason,0,1881,2022,A-10,Big Ten
FORDHM v UMASS 28-Feb-2022,19:00,RegularSeason,0,754,2022,A-10,A-10
VCU v UMASS 17-Jan-2023,19:00,RegularSeason,0,7225,2023,A-10,A-10
GMU v UMASS 05-Mar-2022,16:00,RegularSeason,0,3652,2022,A-10,A-10
UMASS v STJOES 12-Feb-2022,12:00,RegularSeason,0,3127,2022,A-10,A-10
UMASS v DART 20-Dec-2022,19:00,RegularSeason,0,2232,2023,A-10,Ivy
UMASS v VCU 26-Feb-2022,16:30,RegularSeason,0,2758,2022,A-10,A-10
UMASS v DAYTON 22-Feb-2023,19:00,RegularSeason,0,3642,2023,A-10,A-10
G WASH v UMASS 07-Jan-2023,14:00,RegularSeason,0,1102,2023,A-10,A-10
UMASS v UMBC 09-Nov-2021,19:30,RegularSeason,0,2903,2022,A-10,AEC
OKLAST v UMASSL 16-Nov-2021,17:00,RegularSeason,1,0,2022,Big 12,AEC
MAINE v UMASSL 25-Jan-2023,19:00,RegularSeason,0,766,2023,AEC,AEC
MAINE v UMASSL 02-Feb-2022,19:00,RegularSeason,0,465,2022,AEC,AEC
UMASSL v VERMNT 11-Jan-2023,18:00,RegularSeason,0,517,2023,AEC,AEC
UMASSL v MERMCK 30-Nov-2022,18:00,RegularSeason,0,482,2023,AEC,NEC
URI v UMASSL 13-Dec-2022,19:00,RegularSeason,0,3829,2023,A-10,AEC
UNH v UMASSL 22-Jan-2022,13:00,RegularSeason,0,469,2022,AEC,AEC
UMASSL v C CONN 17-Nov-2021,17:00,RegularSeason,1,1000,2022,AEC,NEC
MERMCK v UMASSL 04-Dec-2021,19:00,RegularSeason,0,2632,2022,NEC,AEC
UMASSL v NJIT 06-Jan-2022,18:00,RegularSeason,0,242,2022,AEC,AEC
UMASSL v ALBANY 26-Jan-2022,19:00,RegularSeason,0,455,2022,AEC,AEC
UMASS v UMASSL 08-Dec-2022,19:00,RegularSeason,0,3720,2023,A-10,AEC
SACHRT v UMASSL 03-Dec-2022,14:00,RegularSeason,0,517,2023,NEC,AEC
LIU BK v UMASSL 05-Dec-2022,19:00,RegularSeason,0,456,2023,NEC,AEC
UMASSL v SACHRT 19-Dec-2021,13:00,RegularSeason,0,812,2022,AEC,NEC
UMASSL v UMBC 18-Jan-2023,18:00,RegularSeason,0,641,2023,AEC,AEC
ALBANY v UMBC 15-Feb-2023,19:00,RegularSeason,0,1104,2023,AEC,AEC
VERMNT v UMBC 12-Mar-2022,11:00,ConferenceChampionship,0,3266,2022,AEC,AEC
TULANE v UMBC 07-Nov-2022,20:30,RegularSeason,0,885,2023,AAC,AEC
UMBC v VERMNT 15-Jan-2022,13:00,RegularSeason,0,1028,2022,AEC,AEC
UNC G v UMBC 22-Nov-2022,19:00,RegularSeason,0,1257,2023,Southern,AEC
UNH v UMBC 14-Feb-2022,16:00,RegularSeason,0,382,2022,AEC,AEC
UNH v UMBC 18-Feb-2023,13:00,RegularSeason,0,1615,2023,AEC,AEC
W CAR v UMBC 19-Nov-2021,19:30,RegularSeason,1,174,2022,Southern,AEC
UMBC v UNH 05-Feb-2022,19:00,RegularSeason,0,1935,2022,AEC,AEC
UMBC v COLUMB 01-Dec-2021,19:00,RegularSeason,0,1813,2022,AEC,Ivy
BRYANT v UMBC 08-Jan-2023,13:00,RegularSeason,0,750,2023,AEC,AEC
UMASSL v UMBC 12-Feb-2022,17:00,RegularSeason,0,2215,2022,AEC,AEC
UMBC v ALBANY 19-Jan-2022,19:00,RegularSeason,0,817,2022,AEC,AEC
UMBC v WM&MRY 18-Dec-2022,13:00,RegularSeason,0,1036,2023,AEC,CAA
UMBC v MORGAN 10-Dec-2022,17:30,RegularSeason,0,2030,2023,AEC,MEAC
ALBANY v UMBC 02-Feb-2022,19:00,RegularSeason,0,1648,2022,AEC,AEC
VERMNT v UMBC 28-Jan-2023,12:00,RegularSeason,0,2418,2023,AEC,AEC
UMBC v COPPIN 30-Nov-2022,19:00,RegularSeason,0,1475,2023,AEC,MEAC
NC CEN v UMES 10-Mar-2022,21:00,ConferenceChampionship,1,0,2022,MEAC,MEAC
HOWARD v UMES 05-Feb-2022,16:00,RegularSeason,0,1271,2022,MEAC,MEAC
LEHIGH v UMES 04-Dec-2021,16:30,RegularSeason,0,657,2022,Patriot,MEAC
CHAR v UMES 20-Dec-2021,19:00,RegularSeason,0,2092,2022,CUSA,MEAC
LIBRTY v UMES 02-Dec-2022,19:00,RegularSeason,0,3213,2023,A-Sun,MEAC
UVA v UMES 25-Nov-2022,18:00,RegularSeason,0,13882,2023,ACC,MEAC
NORFLK v UMES 12-Feb-2022,18:00,RegularSeason,0,3278,2022,MEAC,MEAC
UMES v NORFLK 11-Feb-2023,16:00,RegularSeason,0,2147,2023,MEAC,MEAC
UMES v NC CEN 24-Jan-2022,19:30,RegularSeason,0,0,2022,MEAC,MEAC
STJOES v UMES 09-Nov-2021,20:00,RegularSeason,0,1617,2022,A-10,MEAC
UMES v MARIST 22-Nov-2022,20:00,RegularSeason,0,598,2023,MEAC,MAAC
TEMPLE v UMES 10-Nov-2021,19:00,RegularSeason,0,3486,2022,AAC,MEAC
TOLEDO v UMKC 21-Nov-2022,11:15,RegularSeason,1,467,2023,MAC,Summit
UMKC v NO DAK 18-Feb-2023,20:00,RegularSeason,0,1532,2023,Summit,Summit
GRNBAY v UMKC 10-Dec-2022,20:00,RegularSeason,0,1625,2023,Horizon,Summit
W ILL v UMKC 09-Feb-2023,19:00,RegularSeason,0,884,2023,Summit,Summit
ND ST v UMKC 19-Feb-2022,14:00,RegularSeason,0,2683,2022,Summit,Summit
SDAKST v UMKC 23-Feb-2023,20:00,RegularSeason,0,1523,2023,Summit,Summit
UMKC v W ILL 05-Feb-2022,20:00,RegularSeason,0,876,2022,Summit,Summit
UMKC v LINWOD 03-Dec-2022,20:00,RegularSeason,0,723,2023,Summit,OVC
ORU v UMKC 07-Jan-2023,20:00,RegularSeason,0,6011,2023,Summit,Summit
UMKC v SO DAK 06-Mar-2022,19:00,ConferenceChampionship,1,7364,2022,Summit,Summit
UMKC v OMAHA 26-Jan-2023,20:00,RegularSeason,0,1012,2023,Summit,Summit
UMKC v ORU 04-Feb-2023,20:00,RegularSeason,0,1523,2023,Summit,Summit
UMKC v GRNBAY 10-Dec-2021,20:00,RegularSeason,0,1052,2022,Summit,Horizon
NO DAK v UMKC 17-Feb-2022,20:00,RegularSeason,0,1361,2022,Summit,Summit
VT v UNC 19-Feb-2022,16:00,RegularSeason,0,9825,2022,ACC,ACC
UNC v UVA 10-Mar-2022,21:40,ConferenceChampionship,1,0,2022,ACC,ACC
UNC v VT 11-Mar-2022,21:30,ConferenceChampionship,1,15994,2022,ACC,ACC
BAYLOR v UNC 19-Mar-2022,11:10,MarchMadness,1,0,2022,Big 12,ACC
UNC v TENN 21-Nov-2021,15:30,RegularSeason,1,9100,2022,ACC,SEC
UNC v WAKE 04-Jan-2023,21:00,RegularSeason,0,19031,2023,ACC,ACC
IND v UNC 30-Nov-2022,21:25,RegularSeason,0,17222,2023,Big Ten,ACC
UVA v UNC 10-Jan-2023,21:00,RegularSeason,0,14629,2023,ACC,ACC
SYR v UNC 24-Jan-2023,21:00,RegularSeason,0,20761,2023,ACC,ACC
DUKE v UNC 05-Mar-2022,18:00,RegularSeason,0,9314,2022,ACC,ACC
UNC v BC 26-Jan-2022,19:00,RegularSeason,0,17237,2022,ACC,ACC
UNC v G WEBB 15-Nov-2022,20:00,RegularSeason,0,17200,2023,ACC,Big South
UNC v PITT 01-Feb-2023,19:00,RegularSeason,0,20421,2023,ACC,ACC
LOUIS v UNC 14-Jan-2023,14:00,RegularSeason,0,14842,2023,ACC,ACC
UNC v NC ST 29-Jan-2022,14:00,RegularSeason,0,21750,2022,ACC,ACC
C OF C v UNC 16-Nov-2021,20:30,RegularSeason,0,5203,2022,CAA,ACC
UNC v ELON 11-Dec-2021,20:00,RegularSeason,0,16607,2022,ACC,CAA
UNC v ST PTR 27-Mar-2022,17:05,MarchMadness,1,20235,2022,ACC,MAAC
UNC v MICH 21-Dec-2022,19:00,RegularSeason,1,0,2023,ACC,Big Ten
SC ST v UNC A 13-Dec-2022,19:00,RegularSeason,0,505,2023,MEAC,Big South
UT MAR v UNC A 14-Dec-2021,20:00,RegularSeason,0,1041,2022,OVC,Big South
UNC A v UT MAR 03-Dec-2022,14:00,RegularSeason,0,908,2023,Big South,OVC
DAYTON v UNC A 10-Dec-2022,14:00,RegularSeason,0,13407,2023,A-10,Big South
UNC A v PRESBY 26-Feb-2022,16:30,RegularSeason,0,1691,2022,Big South,Big South
UNC A v WINTHR 19-Feb-2022,16:30,RegularSeason,0,1505,2022,Big South,Big South
G WEBB v UNC A 14-Jan-2023,14:00,RegularSeason,0,777,2023,Big South,Big South
UNC A v CAMPBL 07-Jan-2023,14:00,RegularSeason,0,1238,2023,Big South,Big South
UNC A v WINTHR 08-Feb-2023,18:30,RegularSeason,0,2016,2023,Big South,Big South
CHARSO v UNC A 18-Jan-2023,19:00,RegularSeason,0,797,2023,Big South,Big South
UNC A v TNTECH 18-Nov-2021,18:00,RegularSeason,1,412,2022,Big South,OVC
SC UPS v UNC A 12-Feb-2022,16:00,RegularSeason,0,257,2022,Big South,Big South
UNC A v N COLO 21-Mar-2022,14:30,NIT,1,0,2022,Big South,Big Sky
UCF v UNC A 07-Nov-2022,20:00,RegularSeason,0,4603,2023,AAC,Big South
CAMPBL v UNC A 28-Jan-2023,14:00,RegularSeason,0,1603,2023,Big South,Big South
UAB v UNC A 09-Nov-2021,19:30,RegularSeason,0,2923,2022,CUSA,Big South
UNC A v CHARSO 22-Feb-2023,18:30,RegularSeason,0,1362,2023,Big South,Big South
W CAR v UNC G 29-Dec-2022,14:00,RegularSeason,0,1130,2023,Southern,Southern
UNC G v COPPIN 15-Nov-2021,19:00,RegularSeason,0,2572,2022,Southern,MEAC
MERCER v UNC G 15-Jan-2022,14:00,RegularSeason,0,1981,2022,Southern,Southern
BU v UNC G 20-Mar-2022,16:00,NIT,1,0,2022,Patriot,Southern
UNC G v GRNBAY 18-Nov-2021,15:00,RegularSeason,1,143,2022,Southern,Horizon
FURMAN v UNC G 05-Feb-2022,12:00,RegularSeason,0,3616,2022,Southern,Southern
UNC G v WOFFRD 10-Jan-2022,18:00,RegularSeason,0,1320,2022,Southern,Southern
UNC G v CHAT 20-Jan-2022,19:00,RegularSeason,0,1749,2022,Southern,Southern
VMI v UNC G 08-Jan-2022,13:00,RegularSeason,0,747,2022,Southern,Southern
MERCER v UNC G 02-Feb-2023,19:00,RegularSeason,0,2572,2023,Southern,Southern
ETSU v UNC G 26-Jan-2022,19:00,RegularSeason,0,3402,2022,Southern,Southern
ELON v UNC G 03-Dec-2022,16:00,RegularSeason,0,1677,2023,CAA,Southern
MONTST v UNC G 25-Nov-2022,16:30,RegularSeason,1,0,2023,Big Sky,Southern
UNC G v VMI 02-Feb-2022,19:00,RegularSeason,0,1559,2022,Southern,Southern
UNC G v MERCER 13-Feb-2022,15:00,RegularSeason,0,1509,2022,Southern,Southern
VMI v UNC G 11-Jan-2023,19:00,RegularSeason,0,560,2023,Southern,Southern
TOWSON v UNC G 14-Dec-2021,19:00,RegularSeason,0,1565,2022,CAA,Southern
UNCW v ELON 06-Mar-2022,18:00,ConferenceChampionship,1,1578,2022,CAA,CAA
UNCW v HAMPTN 31-Dec-2022,14:00,RegularSeason,0,3667,2023,CAA,CAA
UNCW v JMU 19-Feb-2022,19:00,RegularSeason,0,5250,2022,CAA,CAA
UNCW v DEL 29-Dec-2021,19:00,RegularSeason,0,2959,2022,CAA,CAA
STONY v UNCW 21-Jan-2023,13:00,RegularSeason,0,2030,2023,CAA,CAA
UNCW v NO TEX 27-Nov-2022,20:00,ConferenceChampionship,1,414,2023,CAA,CUSA
ELON v UNCW 03-Feb-2022,19:00,RegularSeason,0,2405,2022,CAA,CAA
DREXEL v UNCW 16-Feb-2023,19:00,RegularSeason,0,1118,2023,CAA,CAA
C OF C v UNCW 17-Jan-2022,19:00,RegularSeason,0,3844,2022,CAA,CAA
CO CAR v UNCW 30-Nov-2022,19:30,RegularSeason,0,1509,2023,Sun Belt,CAA
DEL v UNCW 26-Feb-2022,16:00,RegularSeason,0,2794,2022,CAA,CAA
CAMPBL v UNCW 21-Dec-2022,14:00,RegularSeason,0,1514,2023,Big South,CAA
UNCW v NC A&T 02-Feb-2023,19:00,RegularSeason,0,3848,2023,CAA,CAA
NC A&T v UNCW 07-Jan-2023,14:00,RegularSeason,0,1904,2023,CAA,CAA
ILL ST v UNCW 09-Nov-2021,20:00,RegularSeason,0,2642,2022,MVC,CAA
UNCW v JVILLE 10-Dec-2022,16:00,RegularSeason,0,3055,2023,CAA,A-Sun
JVILLE v UNCW 11-Dec-2021,15:00,RegularSeason,0,68,2022,A-Sun,CAA
WM&MRY v UNCW 04-Feb-2023,14:00,RegularSeason,0,5053,2023,CAA,CAA
VERMNT v UNCW 26-Nov-2022,17:30,ConferenceChampionship,1,311,2023,AEC,CAA
DUQSNE v UNH 11-Dec-2021,13:00,RegularSeason,0,1578,2022,A-10,AEC
BC v UNH 06-Dec-2022,19:00,RegularSeason,0,3259,2023,ACC,AEC
BINGHA v UNH 05-Jan-2023,19:00,RegularSeason,0,1296,2023,AEC,AEC
BROWN v UNH 21-Dec-2022,19:00,RegularSeason,0,548,2023,Ivy,AEC
MAINE v UNH 11-Jan-2023,19:00,RegularSeason,0,772,2023,AEC,AEC
UNH v VERMNT 16-Feb-2022,19:00,RegularSeason,0,791,2022,AEC,AEC
UNH v HOLYCR 19-Dec-2022,19:00,RegularSeason,0,460,2023,AEC,Patriot
MARQ v UNH 12-Nov-2021,20:30,RegularSeason,0,12004,2022,Big East,AEC
HOLYCR v UNH 27-Nov-2021,17:00,RegularSeason,0,923,2022,Patriot,AEC
HRTFRD v UNH 19-Jan-2022,19:00,RegularSeason,0,374,2022,AEC,AEC
UNH v SACHRT 30-Nov-2022,19:00,RegularSeason,0,369,2023,AEC,NEC
SDSU v UNLV 11-Feb-2023,16:00,RegularSeason,0,12414,2023,MWC,MWC
UNLV v USD 22-Dec-2021,22:00,RegularSeason,0,4377,2022,MWC,WCC
SJSU v UNLV 17-Jan-2022,21:00,RegularSeason,0,1182,2022,MWC,MWC
UNLV v NEVADA 28-Jan-2023,22:00,RegularSeason,0,8734,2023,MWC,MWC
UNLV v BOISE 11-Jan-2023,23:00,RegularSeason,0,5102,2023,MWC,MWC
UNLV v SEATTL 08-Dec-2021,22:00,RegularSeason,0,637,2022,MWC,WAC
UNLV v WYO 24-Jan-2023,23:00,RegularSeason,0,4539,2023,MWC,MWC
UNLV v WICHST 21-Nov-2021,23:59,RegularSeason,1,8624,2022,MWC,AAC
UNLV v MICH 19-Nov-2021,23:00,RegularSeason,1,0,2022,MWC,Big Ten
UNLV v WYO 02-Mar-2022,22:30,RegularSeason,0,6204,2022,MWC,MWC
CO ST v UNLV 28-Jan-2022,21:00,RegularSeason,0,8083,2022,MWC,MWC
SDSU v UNLV 24-Jan-2022,21:00,RegularSeason,0,10528,2022,MWC,MWC
UNLV v SJSU 22-Jan-2022,15:00,RegularSeason,0,4466,2022,MWC,MWC
FRESNO v UNLV 21-Jan-2023,18:00,RegularSeason,0,5950,2023,MWC,MWC
FRESNO v UNLV 16-Feb-2022,22:30,RegularSeason,0,4723,2022,MWC,MWC
UNLV v CO ST 14-Jan-2023,19:00,RegularSeason,0,5802,2023,MWC,MWC
SJSU v UNLV 28-Dec-2022,22:00,RegularSeason,0,2234,2023,MWC,MWC
UNLV v INCWRD 12-Nov-2022,18:00,RegularSeason,0,4931,2023,MWC,Southland
UNLV v WASHST 10-Dec-2022,16:30,RegularSeason,1,0,2023,MWC,Pac-12
UNLV v SDSU 01-Jan-2022,16:00,RegularSeason,0,5082,2022,MWC,MWC
UNLV v AIRFOR 08-Feb-2022,22:00,RegularSeason,0,5312,2022,MWC,MWC
UNO v CITDEL 23-Nov-2022,15:00,RegularSeason,0,897,2023,Southland,Southern
UNO v INCWRD 12-Feb-2022,17:00,RegularSeason,0,1127,2022,Southland,Southland
TAMUCC v UNO 14-Jan-2023,16:30,RegularSeason,0,1471,2023,Southland,Southland
UT ST v UNO 11-Dec-2021,21:00,RegularSeason,0,8727,2022,MWC,Southland
UNO v HOUBAP 07-Jan-2022,12:00,RegularSeason,1,0,2022,Southland,Southland
TAMUCC v UNO 03-Feb-2022,20:30,RegularSeason,0,1348,2022,Southland,Southland
UNO v TAMUCO 19-Jan-2023,20:00,RegularSeason,0,827,2023,Southland,Southland
UNO v MCNEES 10-Mar-2022,20:30,ConferenceChampionship,1,0,2022,Southland,Southland
NWSTRN v UNO 16-Nov-2021,20:00,RegularSeason,0,2593,2022,Big Ten,Southland
UNO v MCNEES 11-Feb-2023,17:00,RegularSeason,0,897,2023,Southland,Southland
UNO v INCWRD 04-Feb-2023,17:00,RegularSeason,0,949,2023,Southland,Southland
UNO v IUPUI 24-Nov-2022,15:00,RegularSeason,0,715,2023,Southland,Horizon
UNO v MCNEES 19-Feb-2022,17:00,RegularSeason,0,1245,2022,Southland,Southland
SE LA v UNO 24-Feb-2022,21:00,RegularSeason,0,621,2022,Southland,Southland
ST LOU v URI 07-Feb-2023,21:00,RegularSeason,0,5012,2023,A-10,A-10
URI v G WASH 22-Feb-2023,19:00,RegularSeason,0,4579,2023,A-10,A-10
URI v DUQSNE 09-Mar-2022,15:30,ConferenceChampionship,1,2283,2022,A-10,A-10
VCU v URI 08-Feb-2022,19:00,RegularSeason,0,6624,2022,A-10,A-10
UMASS v URI 14-Jan-2023,16:30,RegularSeason,0,5013,2023,A-10,A-10
RICH v URI 10-Mar-2022,20:30,ConferenceChampionship,1,6543,2022,A-10,A-10
URI v STONY 15-Nov-2022,19:00,RegularSeason,0,4484,2023,A-10,CAA
URI v BRYANT 12-Nov-2021,18:00,RegularSeason,0,5455,2022,A-10,NEC
URI v DAVID 12-Feb-2022,14:00,RegularSeason,0,4734,2022,A-10,A-10
URI v TX ST 12-Nov-2022,16:00,RegularSeason,0,4610,2023,A-10,Sun Belt
URI v VCU 15-Feb-2023,19:00,RegularSeason,0,4229,2023,A-10,A-10
UMASS v URI 15-Jan-2022,16:30,RegularSeason,0,2181,2022,A-10,A-10
STBONA v URI 22-Feb-2022,19:00,RegularSeason,0,3833,2022,A-10,A-10
GMU v URI 11-Feb-2023,14:00,RegularSeason,0,3962,2023,A-10,A-10
STJOES v URI 01-Feb-2023,19:00,RegularSeason,0,1121,2023,A-10,A-10
UCLA v USC 05-Mar-2022,22:00,RegularSeason,0,13659,2022,Pac-12,Pac-12
ARIZ v USC 05-Feb-2022,17:00,RegularSeason,0,14644,2022,Pac-12,Pac-12
USC v WASH 04-Feb-2023,21:30,RegularSeason,0,5706,2023,Pac-12,Pac-12
USC v WASHST 02-Feb-2023,23:15,RegularSeason,0,3751,2023,Pac-12,Pac-12
USC v CSFULL 07-Dec-2022,23:00,RegularSeason,0,1531,2023,Pac-12,Big West
WASHST v USC 01-Jan-2023,15:00,RegularSeason,0,2650,2023,Pac-12,Pac-12
USC v CAL 29-Jan-2022,19:00,RegularSeason,0,4293,2022,Pac-12,Pac-12
USC v UTAH 01-Dec-2021,23:30,RegularSeason,0,3754,2022,Pac-12,Pac-12
UTAH v USC 22-Jan-2022,18:30,RegularSeason,0,7846,2022,Pac-12,Pac-12
CAL v USC 30-Nov-2022,22:00,RegularSeason,0,3648,2023,Pac-12,Pac-12
USC v AUBURN 18-Dec-2022,17:30,RegularSeason,0,4517,2023,Pac-12,SEC
AZ ST v USC 21-Jan-2023,22:00,RegularSeason,0,10505,2023,Pac-12,Pac-12
USC v WASH 10-Mar-2022,23:40,ConferenceChampionship,1,10417,2022,Pac-12,Pac-12
COLO v USC 20-Jan-2022,19:30,RegularSeason,0,7475,2022,Pac-12,Pac-12
ORE ST v USC 24-Feb-2022,23:00,RegularSeason,0,3685,2022,Pac-12,Pac-12
WASH v USC 30-Dec-2022,22:00,RegularSeason,0,7690,2023,Pac-12,Pac-12
USC v DIXST 22-Nov-2021,23:00,RegularSeason,0,2189,2022,Pac-12,WAC
LMU v USD 29-Jan-2022,19:00,RegularSeason,0,906,2022,WCC,WCC
LMU v USD 14-Jan-2023,22:00,RegularSeason,0,1047,2023,WCC,WCC
USD v PACIF 12-Feb-2022,20:00,RegularSeason,0,897,2022,WCC,WCC
PORT v USD 17-Feb-2022,22:00,RegularSeason,0,1188,2022,WCC,WCC
PACIF v USD 11-Feb-2023,22:00,RegularSeason,0,1195,2023,WCC,WCC
USD v UNLV 03-Dec-2022,22:00,RegularSeason,0,1274,2023,WCC,MWC
PEPPER v USD 26-Jan-2023,22:00,RegularSeason,0,732,2023,WCC,WCC
STMARY v USD 29-Dec-2022,21:00,RegularSeason,0,3500,2023,WCC,WCC
USD v GONZ 03-Feb-2022,21:00,RegularSeason,0,5433,2022,WCC,WCC
USD v S ALA 25-Nov-2021,13:30,RegularSeason,1,0,2022,WCC,Sun Belt
USD v UIC 26-Nov-2021,15:30,RegularSeason,1,0,2022,WCC,Horizon
USD v PORT 02-Feb-2023,22:00,RegularSeason,0,1210,2023,WCC,WCC
S FRAN v USD 31-Dec-2022,19:00,RegularSeason,0,1872,2023,WCC,WCC
STJOES v USF 22-Nov-2022,18:30,RegularSeason,1,0,2023,A-10,AAC
USF v UCF 15-Jan-2022,19:00,RegularSeason,0,3072,2022,AAC,AAC
UCF v USF 03-Feb-2022,19:00,RegularSeason,0,6722,2022,AAC,AAC
USF v HAMPTN 24-Nov-2021,19:00,RegularSeason,0,2175,2022,AAC,Big South
WICHST v USF 12-Feb-2022,20:00,RegularSeason,0,8312,2022,AAC,AAC
USF v STETSN 14-Nov-2022,19:00,RegularSeason,0,2369,2023,AAC,A-Sun
N IOWA v USF 12-Dec-2022,20:00,RegularSeason,0,2750,2023,MVC,AAC
USF v TEMPLE 07-Feb-2022,19:00,RegularSeason,0,2046,2022,AAC,AAC
TEMPLE v USF 06-Mar-2022,14:00,RegularSeason,0,6010,2022,AAC,AAC
TULSA v USF 15-Feb-2023,20:00,RegularSeason,0,3019,2023,AAC,AAC
USF v A PEAY 14-Dec-2021,19:00,RegularSeason,0,1870,2022,AAC,OVC
USF v BYU 22-Dec-2021,21:30,RegularSeason,1,0,2022,AAC,WCC
TEMPLE v USF 25-Jan-2023,19:00,RegularSeason,0,4971,2023,AAC,AAC
USF v MEM 03-Mar-2022,21:00,RegularSeason,0,3186,2022,AAC,AAC
USF v HOU 05-Jan-2022,19:00,RegularSeason,0,2291,2022,AAC,AAC
TNTECH v UT MAR 18-Feb-2023,16:00,RegularSeason,0,1857,2023,OVC,OVC
UT MAR v MOREST 16-Feb-2022,21:00,RegularSeason,0,1367,2022,OVC,OVC
TROY v UT MAR 20-Nov-2021,15:00,RegularSeason,1,352,2022,Sun Belt,OVC
NO DAK v UT MAR 21-Nov-2021,14:00,RegularSeason,1,292,2022,Summit,OVC
UT MAR v S IND 28-Jan-2023,16:30,RegularSeason,0,1927,2023,OVC,OVC
LINWOD v UT MAR 04-Feb-2023,16:30,RegularSeason,0,1789,2023,OVC,OVC
A PEAY v UT MAR 30-Dec-2021,20:30,RegularSeason,0,1113,2022,OVC,OVC
UT MAR v UALR 11-Feb-2023,16:30,RegularSeason,0,1456,2023,OVC,OVC
PITT v UT MAR 07-Nov-2022,19:00,RegularSeason,0,6055,2023,ACC,OVC
E ILL v UT MAR 09-Feb-2023,20:30,RegularSeason,0,1908,2023,OVC,OVC
MIDTEN v UT MAR 01-Dec-2021,19:00,RegularSeason,0,2512,2022,CUSA,OVC
